model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
Mazda 2 1.5A,46800,12740,2016-07-29,2016,96800,682,Auto,23869,14959,53000,9959,1496,85,1079,Mid-Sized Sedan,AVAIL,2023-04-15,2023-04-15,MAZDA
BMW M4 Coupe,198800,49220,2016-03-31,2014,94000,2362,Auto,77807,74914,46667,106846,2979,317,1537,Sports Car,AVAIL,2023-04-03,2023-04-03,BMW
Honda Civic 1.5A VTEC Turbo Sunroof,103604,14762,2018-05-21,2018,62031,684,Auto,43267,25692,37605,27969,1498,127,1324,Mid-Sized Sedan,SOLD,2023-04-01,2023-04-13,HONDA
SEAT Leon 1.0A TSI Style Plus,61888,12030,2017-12-19,2017,89461,392,Auto,27718,24531,42339,11344,999,85,1225,Hatchback,AVAIL,2023-04-12,2023-04-14,SEAT
Nissan Note e-POWER Hybrid 1.2A Premium,102800,12320,2021-04-30,2021,43000,714,Auto,41460,21779,44589,7491,1198,85,1220,Hatchback,AVAIL,2023-04-17,2023-04-17,NISSAN
Toyota ISIS 1.8A LX (COE till 06/2028),88135,13997,2008-06-04,2008,49733,1458,Auto,31537,21315,37906,15393,1794,97,1400,MPV,SOLD,2023-04-15,2023-04-16,TOYOTA
Renault Kadjar Diesel 1.5A dCi,66800,18990,2016-06-30,2016,83000,1048,Auto,25447,24981,55200,11974,1461,81,1421,Mid-Sized Sedan,AVAIL,2023-04-05,2023-04-16,RENAULT
Volkswagen Golf 1.4A TSI,26800,16450,2014-09-26,2014,134689,624,Auto,12272,20782,61899,6095,1395,90,1249,Hatchback,AVAIL,2023-04-06,2023-04-13,VOLKSWAGEN
BMW X1 sDrive18i M-Sport,116888,17440,2018-09-28,2018,96000,684,Auto,49785,36886,32000,43641,1499,103,1430,SUV,AVAIL,2023-04-14,2023-04-17,BMW
Chevrolet Aveo 1.4A SS (COE till 07/2025),23800,10590,2010-07-16,2009,135000,814,Auto,7377,9969,16438,9969,1399,69,1135,Mid-Sized Sedan,AVAIL,2023-04-12,2023-04-12,CHEVROLET
Land Rover Defender 90 Hardtop,91800,39890,2015-08-05,2015,3000,866,Manual,9106,54286,39568,2715,2198,95,1780,Truck,AVAIL,2023-04-14,2023-04-14,LAND-ROVER
Toyota Camry 2.5A,55800,15450,2015-11-20,2015,91283,1792,Auto,34385,28170,59889,31438,2494,133,1475,Luxury Sedan,AVAIL,2023-03-29,2023-03-29,TOYOTA
Toyota Harrier 2.4A GL Panoramic Roof (COE till 10/2029),75300,11580,2009-10-16,2008,128000,2293,Auto,24381,35435,37502,35435,2362,118,1640,SUV,AVAIL,2023-04-13,2023-04-13,TOYOTA
Lexus NX Turbo NX200t Luxury Sunroof,95000,24650,2015-12-21,2015,110000,1210,Auto,50759,47057,59889,57880,1998,175,1755,SUV,AVAIL,2023-04-12,2023-04-12,LEXUS
Subaru Forester 2.0A XT Sunroof,105901,14268,2016-03-31,2016,99149,1210,Auto,37126,19146,47604,19146,1998,177,1682,SUV,SOLD,2023-03-31,2023-04-02,SUBARU
Mercedes-Benz Maybach GLS-Class GLS600 Mild Hybrid 4MATIC First Class,624954,88936,2022-01-21,2021,29921,3922,Auto,251664,208279,82001,346903,3982,426,2785,SUV,SOLD,2023-04-08,2023-04-12,MERCEDES-BENZ
MINI Cooper S Clubman 2.0A,95241,23323,2022-07-27,2022,82617,1210,Auto,61383,40450,100697,48630,1998,131,1415,Sports Car,SOLD,2023-04-02,2023-04-09,MINI
BMW 3 Series 318i Sunroof (COE till 09/2030),77800,10430,2011-01-20,2010,140779,1570,Auto,26062,27689,34935,27689,1995,100,1390,Luxury Sedan,AVAIL,2023-04-15,2023-04-15,BMW
Volvo S90 T5 Momentum,95913,21326,2017-06-29,2016,90401,1176,Auto,45402,37616,50110,44663,1969,187,1716,Luxury Sedan,SOLD,2023-04-06,2023-04-16,VOLVO
Kia Sportage 2.0A GT Line,86826,15546,2016-10-31,2016,81105,1212,Auto,42521,25699,56410,27979,1999,114,1500,SUV,SOLD,2023-04-09,2023-04-09,KIA
BMW 7 Series 750i M-Sport Sunroof,258000,43586,2019-11-15,2017,110000,4568,Auto,49267,28613,42020,32059,4395,330,1820,Luxury Sedan,AVAIL,2023-04-08,2023-04-08,BMW
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC (New 10-yr COE),195800,19560,2014-02-05,2013,91000,1202,Auto,67522,52597,56250,66675,1991,265,1585,Sports Car,AVAIL,2023-03-24,2023-03-30,MERCEDES-BENZ
Nissan Teana 2.0A (COE till 04/2024),120299,12021,2009-05-30,2009,91387,1694,Auto,7829,29486,17706,29486,1997,100,1450,Luxury Sedan,SOLD,2023-04-12,2023-04-13,NISSAN
Toyota Estima 2.4A Aeras Moonroof,34800,21950,2014-01-15,2013,112016,1638,Auto,24293,32056,83000,36879,2362,125,1790,MPV,AVAIL,2023-04-03,2023-04-09,TOYOTA
MINI Cooper S Cabriolet 1.6A (COE till 12/2030),81888,10620,2011-03-17,2011,159339,965,Auto,28759,32272,37303,32272,1598,135,1255,Sports Car,AVAIL,2023-03-30,2023-04-17,MINI
Honda Jade 1.5A RS,81800,15890,2017-07-19,2016,67000,682,Auto,41032,25975,49802,28365,1496,110,1514,MPV,AVAIL,2023-03-31,2023-03-31,HONDA
