model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,maker
Honda Shuttle Hybrid 1.5A,69000,16050,6/8/2017,2017,57148,682,Auto,26023,22161,54406,5000,1496,101,1190,Stationwagon,AVAIL,HONDA
Toyota Aqua Hybrid 1.5A X-Urban,81878,15150,4/12/2016,2015,32377,682,Auto,36913,19542,56001,5000,1496,73,1090,Hatchback,SOLD,TOYOTA
Bentley Continental GT 4.0A V8,429944,69390,5/30/2017,2015,34944,3940,Auto,224683,175777,55414,288399,3993,373,2295,Sports Car,AVAIL,BENTLEY
Honda Fit 1.3A GF,77996,12333,11/8/2019,2019,63931,578,Auto,24193,15592,32309,5592,1317,73,1030,Hatchback,SOLD,HONDA
BMW X3 sDrive20i Sunroof,109800,22400,3/31/2017,2016,111000,1210,Auto,48928,36045,54501,42463,1997,135,1680,SUV,AVAIL,BMW
Volvo S60 T2,75800,14070,11/16/2017,2017,92000,684,Auto,34913,25458,41617,22642,1498,90,1558,Luxury Sedan,AVAIL,VOLVO
Rolls-Royce Phantom (COE till 09/2030),490000,65680,10/29/2010,2010,37000,10725,Auto,26053,494622,34935,494622,6749,338,2550,Luxury Sedan,AVAIL,ROLLS-ROYCE
Mercedes-Benz S-Class S350d L AMG Line Premium,409800,40880,6/17/2021,2021,29000,3268,Auto,158129,99764,62000,151576,2925,210,2040,Luxury Sedan,AVAIL,MERCEDES-BENZ
BMW X3 sDrive20i Sunroof,111123,22441,4/28/2017,2016,107203,1210,Auto,49419,36045,54406,42463,1997,135,1680,SUV,SOLD,BMW
Mercedes-Benz S-Class S63L AMG Executive,510053,60510,9/18/2020,2018,22238,3922,Auto,170961,124880,38110,196784,3982,450,2045,Sports Car,AVAIL,MERCEDES-BENZ
Volkswagen Golf R 5DR (COE till 10/2031),123800,14490,1/18/2012,2011,175000,1433,Auto,51755,39148,60586,39148,1984,188,1466,Sports Car,AVAIL,VOLKSWAGEN
Jaguar F-PACE 2.0A R-Sport,163800,23860,7/27/2018,2018,41234,1210,Auto,73059,57575,31001,75635,1997,184,1781,SUV,AVAIL,JAGUAR
Honda Civic 1.6A VTi,77800,14370,1/10/2018,2017,55000,742,Auto,33974,19536,42902,19536,1597,92,1249,Mid-Sized Sedan,AVAIL,HONDA
Honda Jazz 1.3A,76634,12568,8/14/2018,2018,64923,578,Auto,19118,15937,25000,5937,1318,73,1052,Hatchback,SOLD,HONDA
Mazda 3 1.5A Sunroof,78800,12790,11/20/2018,2018,96636,682,Auto,26625,14466,28199,14466,1496,88,1310,Mid-Sized Sedan,AVAIL,MAZDA
BMW X5 M,365800,33915,4/14/2022,2019,33500,4568,Auto,163710,88096,98389,133812,4395,423,2390,SUV,AVAIL,BMW
Mercedes-Benz SLK-Class SLK280 (COE till 06/2026),126390,22252,9/1/2006,2006,100959,3573,Auto,53568,55954,48479,61550,2997,170,1385,Sports Car,SOLD,MERCEDES-BENZ
Honda Jazz 1.5A,87800,13120,5/2/2019,2019,67000,684,Auto,28617,16971,26301,16971,1498,96,1088,Hatchback,AVAIL,HONDA
Mercedes-Benz 190SL (COE till 02/2032),13854,13975,2/15/2022,1960,166632,280,Auto,2662,16136,8059,16136,1897,90,1160,Sports Car,AVAIL,MERCEDES-BENZ
Peugeot 3008 Diesel 1.6A e-HDi ETG,38437,15147,11/26/2015,2015,89461,1144,Auto,17464,21193,59200,11671,1560,84,1423,SUV,SOLD,PEUGEOT
Hyundai i30 1.4A T-GDi DCT Turbo,86800,13850,11/21/2018,2018,90000,600,Auto,31982,18535,32302,18535,1353,103,1240,Hatchback,AVAIL,HYUNDAI
Lexus ES250 Executive Sunroof,160309,20987,1/14/2020,2019,43757,1784,Auto,60982,40126,37900,48177,2487,152,1620,Luxury Sedan,SOLD,LEXUS
Toyota Voxy Hybrid 1.8A V,158800,23850,4/26/2019,2018,41000,974,Auto,51469,34333,48000,30067,1797,100,1630,MPV,AVAIL,TOYOTA
Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,59800,19440,8/11/2015,2015,110000,740,Auto,32976,30353,66000,29495,1595,90,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Honda HR-V 1.5A LX,81500,13970,5/9/2018,2017,43658,682,Auto,34854,21077,37000,21508,1496,96,1190,SUV,AVAIL,HONDA
Mercedes-Benz S-Class S320L,186800,28450,6/29/2017,2017,117000,2382,Auto,116457,90326,53001,134587,2996,200,1940,Luxury Sedan,AVAIL,MERCEDES-BENZ
Subaru Impreza 4D 1.6i-S,65646,13484,6/22/2017,2017,61741,744,Auto,28548,13646,45201,13646,1600,84,1449,Mid-Sized Sedan,SOLD,SUBARU
BMW 3 Series 328i (COE till 10/2031),107764,14485,11/1/2012,2012,92197,1331,Auto,50256,42051,60586,42051,1997,180,1455,Luxury Sedan,SOLD,BMW
Audi A3 Sportback 1.0A TFSI S-tronic,96969,13700,7/23/2019,2019,66000,392,Auto,33338,21551,26667,22172,999,85,1275,Hatchback,AVAIL,AUDI
Audi Q5 2.0A TFSI Quattro S-tronic Sport Panoramic Roof,128800,23070,8/22/2017,2017,50000,1194,Auto,63227,46417,53711,56984,1984,185,1795,SUV,AVAIL,AUDI
Mazda 3 1.6A SP (COE till 02/2029),60800,10350,3/3/2009,2008,87009,1113,Auto,15105,14962,25727,7557,1598,79,1235,Mid-Sized Sedan,AVAIL,MAZDA
Mercedes-Benz GLC-Class GLC300e Coupe Plug-In Hybrid 4MATIC,319888,30770,5/11/2022,2022,12000,1202,Auto,131584,60831,77700,81496,1991,245,2030,SUV,AVAIL,MERCEDES-BENZ
Honda Vezel 1.5A X,52103,13800,3/22/2016,2015,95743,682,Auto,19832,19063,43000,9063,1496,96,1190,SUV,SOLD,HONDA
Nissan X-Trail 2.0A 7-Seater Sunroof,59800,18010,12/28/2015,2015,130000,1210,Auto,28942,21714,57501,22400,1997,106,1626,SUV,AVAIL,NISSAN
SEAT Arona 1.0A EcoTSI Style,104800,11940,11/10/2021,2021,67000,392,Auto,49763,19839,53709,5000,999,85,1210,SUV,AVAIL,SEAT
Skoda Octavia 2.0A TSI RS,134800,17470,2/27/2020,2019,65000,1194,Auto,44836,26909,32889,29673,1984,180,1577,Mid-Sized Sedan,AVAIL,SKODA
Honda Vezel 1.5A G,135800,13930,11/10/2022,2022,4000,682,Auto,87233,19884,87235,5000,1496,87,1259,SUV,AVAIL,HONDA
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,64262,15296,12/21/2017,2017,87082,738,Auto,31187,18425,53711,18425,1591,130,1594,SUV,SOLD,HYUNDAI
Audi A4 2.0A TFSI S-tronic,137246,21879,7/31/2019,2019,64742,1194,Auto,49962,33717,36901,39204,1984,140,1480,Luxury Sedan,SOLD,AUDI
Audi A6 2.0A TFSI MU (COE till 05/2023),34926,16015,5/26/2008,2008,152900,1791,Auto,9935,44203,19356,44203,1984,125,1550,Luxury Sedan,SOLD,AUDI
Volkswagen Scirocco 1.4A TSI (COE till 06/2025),16543,14360,6/17/2010,2010,176554,806,Auto,3629,24394,16438,24394,1390,118,1285,Sports Car,SOLD,VOLKSWAGEN
Toyota Rush 1.5A X (COE till 10/2028),78428,12086,12/3/2008,2008,87387,1023,Auto,29134,16656,30284,16656,1495,80,1150,SUV,SOLD,TOYOTA
Toyota Sienta Hybrid 1.5A G,118805,16320,12/6/2019,2019,38946,682,Auto,37516,27717,33009,20804,1496,73,1380,MPV,AVAIL,TOYOTA
Porsche 718 Boxster 2.0A PDK,268800,47570,12/13/2017,2017,34300,1200,Auto,92650,68025,57000,94445,1988,220,1365,Sports Car,AVAIL,PORSCHE
Toyota Hiace 2.0A DX,93888,9470,3/13/2023,2022,28,607,Auto,60947,21973,61520,1099,1998,93,1660,Van,AVAIL,TOYOTA
Mazda 3 HB 1.5A Deluxe Sunroof,76673,11307,8/31/2018,2018,103982,682,Auto,25546,18342,32311,18342,1496,88,1329,Hatchback,SOLD,MAZDA
Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 03/2025),20017,11658,3/17/2010,2010,148588,1033,Manual,5533,14154,16604,14154,1591,93,1207,Sports Car,SOLD,KIA
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,208808,26815,8/22/2019,2018,39520,1202,Auto,70897,49437,40002,61212,1991,155,1735,SUV,AVAIL,MERCEDES-BENZ
Audi A4 1.8A TFSI MU Attraction,61100,18240,11/13/2015,2015,91000,976,Auto,31749,29472,57501,28261,1798,125,1545,Luxury Sedan,AVAIL,AUDI
BMW X1 sDrive18i,122800,18050,12/21/2018,2018,74855,684,Auto,47975,34636,31001,40491,1499,103,1430,SUV,AVAIL,BMW
Porsche Boxster S 3.4A Design Edition 2 (COE till 02/2030),132800,19480,2/8/2010,2008,86000,4189,Auto,25940,93792,38071,93792,3387,223,1470,Sports Car,AVAIL,PORSCHE
Proton Savvy 1.2M (COE till 12/2023),4900,7180,12/23/2008,2008,124928,720,Auto,1873,7625,13786,10,1149,55,953,Hatchback,AVAIL,PROTON
Toyota Vellfire 2.5A X Moonroof,165800,28920,5/7/2018,2017,57000,1792,Auto,48154,33604,37330,39046,2493,134,1940,MPV,AVAIL,TOYOTA
Fiat Fiorino Cargo 1.3MTA Multijet Glaze,57800,7280,3/23/2021,2020,39000,536,Auto,32518,15595,40999,780,1248,65,1200,Van,AVAIL,FIAT
Toyota Premio 1.5A F (COE till 06/2028),67592,12266,12/18/2008,2008,79352,1023,Auto,26625,14789,38214,14789,1496,81,1200,Mid-Sized Sedan,AVAIL,TOYOTA
Volkswagen Touran 1.4A TSI Comfortline EQP Sunroof,79800,17130,3/23/2017,2016,85980,624,Auto,37126,27072,53300,24901,1395,110,1288,MPV,AVAIL,VOLKSWAGEN
Nissan X-Trail 2.0A 7-Seater Sunroof,55238,15700,2/5/2016,2015,88828,1210,Auto,30566,21714,61103,22400,1997,106,1626,SUV,AVAIL,NISSAN
Volvo S80 T5,66800,16010,8/2/2016,2016,105000,1176,Auto,36771,25841,56089,28178,1969,180,1672,Luxury Sedan,AVAIL,VOLVO
Honda HR-V 1.5A DX,83800,13690,9/11/2018,2018,56000,682,Auto,31996,19612,31997,19612,1496,96,1191,SUV,AVAIL,HONDA
Land Rover Defender 90,288000,28290,2/28/2022,2021,1841,1210,Auto,128941,56673,82801,74012,1997,221,2162,SUV,AVAIL,LAND-ROVER
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 05/2031),118000,14520,6/20/2011,2011,125000,1169,Auto,40386,61284,49716,61284,1796,150,1695,Sports Car,AVAIL,MERCEDES-BENZ
Honda Vezel 1.5A X,87388,13491,6/12/2018,2017,63405,682,Auto,31477,22249,38700,13149,1496,96,1190,SUV,SOLD,HONDA
Nissan Sylphy 1.6A,99803,12390,9/2/2020,2020,31369,742,Auto,38927,16773,35710,16773,1598,85,1205,Mid-Sized Sedan,AVAIL,NISSAN
Mitsubishi Attrage 1.2A,37900,12920,1/12/2016,2015,103000,506,Auto,17862,12724,54301,5000,1193,57,940,Mid-Sized Sedan,AVAIL,MITSUBISHI
Volkswagen Jetta 1.4A TSI,24900,15090,8/27/2014,2014,126714,620,Auto,13565,18703,64600,8703,1390,90,1417,Mid-Sized Sedan,AVAIL,VOLKSWAGEN
Mercedes-Benz GLC-Class GLC250 4MATIC,160800,26060,5/31/2018,2018,60000,1202,Auto,60931,44724,39000,54614,1991,155,1735,SUV,SOLD,MERCEDES-BENZ
BMW X1 sDrive18i,117800,18000,9/24/2018,2018,87555,684,Auto,47155,34049,32001,39669,1499,103,1430,SUV,AVAIL,BMW
Mercedes-Benz EQC400 Electric AMG Line 4MATIC Premium Plus,428988,39920,12/1/2022,2022,55,3457,Auto,177965,83713,115388,89169,3289,310,2495,Mid-Sized Sedan,AVAIL,MERCEDES-BENZ
Honda Civic 1.5A VTEC Turbo,59856,16277,1/12/2022,2021,107076,684,Auto,31676,25947,58801,28326,1498,95,1284,Mid-Sized Sedan,SOLD,HONDA
Mitsubishi Lancer 1.6M (COE till 10/2025),50198,14275,10/25/2005,2005,89548,1101,Manual,25524,12072,56798,13280,1584,79,1338,Mid-Sized Sedan,SOLD,MITSUBISHI
Mercedes-Benz A-Class A250 Sport,33800,30510,11/12/2013,2013,105000,1202,Auto,16413,32732,48207,32825,1991,155,1465,Hatchback,AVAIL,MERCEDES-BENZ
Honda Vezel 1.5A X,93407,13648,9/15/2020,2019,42404,682,Auto,33944,23337,37766,14672,1496,96,1190,SUV,SOLD,HONDA
Mercedes-Benz GLA-Class GLA180 Urban Edition,110493,15553,9/24/2020,2019,54959,740,Auto,44193,25600,38504,27840,1595,90,1435,SUV,AVAIL,MERCEDES-BENZ
Fiat 500 1.4M Lounge Sunroof (COE till 10/2031),90888,10720,10/7/2011,2011,129000,730,Manual,39389,15504,46482,15504,1368,66,930,Hatchback,AVAIL,FIAT
Mercedes-Benz C-Class C180K (COE till 03/2028),118083,20780,3/18/2008,2007,50265,1461,Auto,46453,36768,44998,40445,1796,115,1485,Luxury Sedan,SOLD,MERCEDES-BENZ
Mitsubishi Outlander 2.0A,108220,16021,10/14/2019,2019,55922,1210,Auto,38071,23812,37000,25337,1998,110,1480,SUV,SOLD,MITSUBISHI
Audi Q5 2.0A TFSI Quattro,43988,29690,12/18/2013,2013,98700,1194,Auto,28985,40200,56152,48280,1984,165,1830,SUV,AVAIL,AUDI
Toyota Corolla Altis 1.6A Standard,107888,12700,1/4/2021,2020,40048,742,Auto,44428,19615,38504,19615,1598,96,1315,Mid-Sized Sedan,AVAIL,TOYOTA
BYD T3 Electric,120800,12130,3/31/2023,2022,88,491,Auto,33486,23078,33633,1154,1588,89,1620,Van,AVAIL,BYD
Volkswagen Scirocco 1.4A TSI (COE till 12/2029),70928,11021,1/7/2010,2009,114080,868,Auto,20961,23591,31976,23591,1390,118,1285,Sports Car,SOLD,VOLKSWAGEN
Mercedes-Benz S-Class S400L,158999,31200,1/15/2016,2015,102000,2382,Auto,102995,96961,54920,146530,2996,245,1935,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz E-Class E200 Mild Hybrid AMG Line Premium,243800,26630,4/23/2021,2020,26000,1202,Auto,94381,48884,61190,60438,1991,155,1700,Luxury Sedan,AVAIL,MERCEDES-BENZ
MINI Cooper S Cabriolet 1.6A (COE till 10/2029),92800,14210,10/26/2009,2009,150000,1039,Auto,19953,37434,30574,37434,1598,128,1255,Sports Car,AVAIL,MINI
Maserati GranTurismo Sport 4.7A (COE till 07/2032),215888,23220,9/28/2012,2012,118378,5533,Auto,90307,113279,97176,113279,4691,338,1880,Sports Car,AVAIL,MASERATI
Honda Shuttle Hybrid 1.5A,72617,14521,4/17/2019,2018,70474,682,Auto,27955,22340,43102,13276,1496,101,1190,Stationwagon,AVAIL,HONDA
Mercedes-Benz C-Class C180 Avantgarde,88800,21720,7/27/2016,2016,138000,740,Auto,41273,34493,56000,35291,1595,115,1425,Luxury Sedan,SOLD,MERCEDES-BENZ
Honda Civic 1.6A VTi,81781,12678,3/30/2020,2020,92421,742,Auto,27603,20512,31210,20717,1597,92,1237,Mid-Sized Sedan,SOLD,HONDA
Audi A3 Cabriolet 1.4A TFSI S-tronic Attraction,93000,23570,6/30/2016,2016,68000,624,Auto,40147,34308,54301,35032,1395,92,1440,Sports Car,AVAIL,AUDI
Suzuki Every Turbo,64800,7900,6/29/2021,2021,77442,527,Auto,19437,15491,23704,775,658,67,900,Van,AVAIL,SUZUKI
BMW 2 Series 220i Coupe M-Sport Sunroof,53888,31450,5/28/2014,2014,109000,1210,Auto,28347,39857,68103,37800,1997,135,1365,Sports Car,AVAIL,BMW
BMW 5 Series 528i,100800,24070,4/25/2016,2016,75000,1210,Auto,51464,45811,49602,56136,1997,180,1615,Luxury Sedan,AVAIL,BMW
BMW 1 Series 116i (New 5-yr COE),62800,12550,3/28/2013,2012,105667,742,Auto,35292,27182,48961,20055,1598,100,1310,Hatchback,AVAIL,BMW
Honda Grace Hybrid 1.5A LX,91800,12680,11/30/2019,2018,57000,682,Auto,37183,23961,40002,15546,1496,101,1170,Mid-Sized Sedan,AVAIL,HONDA
Toyota Vellfire 2.5A Sunroof,136770,32820,8/12/2016,2016,96000,1792,Auto,55188,45427,57501,55598,2494,134,2065,MPV,AVAIL,TOYOTA
BMW 3 Series 328i (COE till 09/2031),112235,21204,5/4/2012,2012,100729,1331,Auto,48885,39347,58124,39347,1997,180,1455,Luxury Sedan,SOLD,BMW
Porsche Macan 2.0A PDK,339888,32820,5/18/2022,2022,8000,1194,Auto,146046,61746,92090,83143,1984,195,1920,SUV,AVAIL,PORSCHE
Ferrari F8 Tributo,1215800,104450,5/13/2022,2021,88,3796,Auto,464004,312992,87000,535386,3902,530,1330,Sports Car,AVAIL,FERRARI
Tesla Model 3 Electric Standard Range,215800,21280,9/5/2022,2022,17000,2135,Auto,106972,58311,104400,31960,2094,208,1760,Luxury Sedan,AVAIL,TESLA
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi Panoramic Roof,64000,15730,12/9/2016,2016,110000,1144,Auto,27810,25900,52668,13260,1560,88,1359,MPV,AVAIL,CITROEN
Mercedes-Benz GLA-Class GLA180 Urban Edition,135242,17834,1/21/2020,2019,57394,740,Auto,47178,27568,35320,30596,1595,90,1435,SUV,AVAIL,MERCEDES-BENZ
Honda HR-V 1.5A LX,94569,14165,12/21/2018,2018,59892,682,Auto,30539,21881,28199,22634,1496,96,1200,SUV,SOLD,HONDA
Toyota Supra 2.0A SZ-R,224800,28050,2/18/2020,2019,32000,1210,Auto,70346,52010,30890,65618,1998,190,1395,Sports Car,AVAIL,TOYOTA
Mercedes-Benz E-Class E250 Avantgarde,134800,23580,5/26/2017,2016,100000,1202,Auto,75470,57731,54405,75916,1991,155,1615,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz A-Class A200 AMG Line Premium Plus Sunroof,139588,18530,9/6/2019,2019,85000,586,Auto,54661,35924,35906,42294,1332,120,1375,Hatchback,AVAIL,MERCEDES-BENZ
Opel Crossland 1.2A X Turbo,79800,10680,10/30/2019,2018,135000,508,Auto,36074,19938,32309,19938,1199,81,1203,SUV,AVAIL,OPEL
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,145000,19650,1/21/2020,2019,25000,802,Auto,45486,30076,42020,24107,1198,100,1758,MPV,AVAIL,NISSAN
Porsche Panamera Sport Turismo 4 3.0A PDK,338000,46900,2/8/2018,2017,42800,2380,Auto,182996,140282,53711,224508,2995,243,1880,Sports Car,AVAIL,PORSCHE
Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,478022,44500,10/21/2021,2021,19656,2384,Auto,196335,125658,56032,198185,2999,286,1940,Luxury Sedan,AVAIL,MERCEDES-BENZ
Audi S4 Avant 3.0A TFSI Quattro (COE till 11/2029),113800,17170,12/10/2009,2009,165000,3332,Auto,25922,66298,39129,66298,2995,245,1750,Stationwagon,SOLD,AUDI
Porsche 911 Carrera Coupe 3.0A PDK,668800,64330,10/19/2021,2021,5000,2364,Auto,241751,150394,70200,242710,2981,283,1580,Sports Car,AVAIL,PORSCHE
Audi A5 Sportback 2.0A TFSI Quattro (COE till 08/2030),115000,15590,9/29/2010,2010,151057,1552,Auto,24275,46898,32914,46898,1984,155,1615,Luxury Sedan,AVAIL,AUDI
SEAT Leon 1.0A TSI Style Plus,94800,12300,3/17/2020,2018,35000,392,Auto,38982,19410,35320,19410,999,85,1225,Hatchback,AVAIL,SEAT
Aston Martin V8 Vantage Roadster 4.7A (COE till 05/2031),195800,24100,5/31/2011,2008,62000,6120,Auto,40372,91523,49716,91523,4735,313,1710,Sports Car,AVAIL,ASTON
Volvo V60 T2,66999,15740,8/5/2016,2016,81888,684,Auto,36792,27211,56002,30096,1498,90,1630,Stationwagon,AVAIL,VOLVO
Skoda Octavia Mild Hybrid 1.5A TSI e-TEC Style,133800,15460,7/29/2021,2021,30000,684,Auto,54007,24649,61112,11509,1498,110,1461,Mid-Sized Sedan,AVAIL,SKODA
Honda Vezel 1.5A X Honda Sensing,61944,15400,11/17/2016,2016,41379,682,Auto,26982,22427,50991,13398,1496,96,1190,SUV,AVAIL,HONDA
Honda Fit Hybrid 1.5A,73888,14150,5/2/2018,2017,75000,682,Auto,22371,16896,38000,5000,1496,101,1080,Hatchback,AVAIL,HONDA
Mercedes-Benz C-Class C180 Coupe (COE till 02/2032),103800,11690,12/3/2012,2012,112000,814,Auto,50289,32915,56670,32915,1595,115,1505,Luxury Sedan,AVAIL,MERCEDES-BENZ
Honda Fit 1.3A G F-Package,64800,13160,1/10/2018,2017,71000,578,Auto,23533,14745,42339,5000,1317,73,1030,Hatchback,AVAIL,HONDA
Toyota Corolla Altis 1.6A Elegance,86800,14510,6/29/2018,2018,84188,742,Auto,36977,21858,38510,22602,1598,96,1230,Mid-Sized Sedan,AVAIL,TOYOTA
Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,459800,45880,6/10/2021,2021,16285,2384,Auto,167016,110903,47001,171626,2999,286,1940,Luxury Sedan,AVAIL,MERCEDES-BENZ
Porsche Cayman 2.7A Tip (COE till 11/2027),92478,17520,1/25/2008,2007,127415,3027,Auto,23982,81257,50168,89383,2687,180,1435,Sports Car,SOLD,PORSCHE
Honda Jazz 1.5A L (COE till 08/2025),19718,13671,8/14/2010,2008,180684,889,Auto,4398,22856,16095,22856,1497,88,1080,Hatchback,SOLD,HONDA
Mercedes-Benz GLC-Class GLC300 Coupe AMG Line 4MATIC,268800,28680,5/19/2021,2020,15000,1202,Auto,103686,56414,60001,73546,1991,190,1795,SUV,AVAIL,MERCEDES-BENZ
Volkswagen Golf 1.4A TSI,52989,13934,11/25/2015,2015,71779,624,Auto,23049,19158,48388,9158,1395,90,1249,Hatchback,SOLD,VOLKSWAGEN
Nissan Qashqai 1.2A DIG-T,46800,15390,11/24/2015,2015,119000,508,Auto,22962,18413,57301,13413,1197,85,1285,SUV,AVAIL,NISSAN
Toyota Estima 2.4A Aeras 8-Seater,34900,24430,1/2/2014,2013,111800,1638,Auto,23171,30808,79300,35132,2362,125,1740,MPV,AVAIL,TOYOTA
Mercedes-Benz CLA-Class CLA200 (New 10-yr COE),123800,12370,9/5/2013,2013,110400,740,Auto,57764,29057,76223,22680,1595,115,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz GLA-Class GLA180 Urban Edition,92320,15919,9/26/2019,2019,50192,740,Auto,19487,26119,26667,28567,1595,90,1435,SUV,SOLD,MERCEDES-BENZ
Mitsubishi Lancer EX 1.5A GLS (COE till 03/2028),56800,11490,3/26/2008,2007,133494,1026,Auto,19400,16359,39274,16359,1499,80,1313,Mid-Sized Sedan,AVAIL,MITSUBISHI
Peugeot 5008 1.6A Puretech EAT8 Allure,144669,16359,4/29/2019,2019,32867,742,Auto,61336,33078,43102,38310,1598,133,1430,SUV,SOLD,PEUGEOT
Mercedes-Benz S-Class S400L,138800,37410,1/16/2015,2014,98000,2382,Auto,93387,97016,72890,146629,2996,245,1935,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz E-Class E300e Plug-in Hybrid Avantgarde,289800,27940,5/20/2022,2022,5311,1202,Auto,142916,63481,98389,71266,1991,245,1915,Luxury Sedan,AVAIL,MERCEDES-BENZ
BMW 3 Series 318i,71888,17540,7/28/2016,2016,135100,684,Auto,37508,29816,57501,28743,1499,100,1425,Luxury Sedan,AVAIL,BMW
Audi A4 1.8A TFSI MU,44692,22535,4/30/2014,2013,106610,976,Auto,26363,32237,75010,27132,1798,125,1545,Luxury Sedan,SOLD,AUDI
Mercedes-Benz C-Class C200,89888,24120,5/3/2016,2016,66000,1202,Auto,36446,32796,49501,32915,1991,135,1465,Luxury Sedan,AVAIL,MERCEDES-BENZ
Honda City 1.5A SV,75800,12460,9/4/2018,2018,90000,684,Auto,30191,17263,31997,17263,1497,88,1096,Mid-Sized Sedan,SOLD,HONDA
Kia Cerato 1.6A EX,84888,13300,2/27/2019,2018,33127,738,Auto,24050,13634,23568,13634,1591,94,1287,Mid-Sized Sedan,AVAIL,KIA
Audi R8 Spyder 4.2A (COE till 10/2031),275000,32180,11/1/2011,2011,60381,5047,Auto,51755,156980,60586,156980,4163,316,1740,Sports Car,AVAIL,AUDI
Mercedes-Benz E-Class E250 CGI (COE till 10/2030),120800,16010,6/30/2011,2011,118000,1169,Auto,28824,50449,38216,50449,1796,150,1650,Luxury Sedan,AVAIL,MERCEDES-BENZ
Chevrolet Optra Magnum Estate 1.6A (COE till 04/2028),44000,8730,5/12/2008,2007,107000,1113,Auto,19476,13905,38655,13905,1598,80,1315,Stationwagon,AVAIL,CHEVROLET
Mazda 6 2.0A Executive,45888,15700,8/26/2015,2015,104000,1210,Auto,24307,17692,58109,17692,1998,121,1454,Luxury Sedan,AVAIL,MAZDA
BMW M3 Coupe (COE till 03/2029),129900,21290,8/18/2009,2007,130207,5527,Manual,19666,58985,33018,58985,3999,309,1655,Sports Car,AVAIL,BMW
Mercedes-Benz A-Class A200 AMG Line,124800,19570,11/9/2018,2018,79800,588,Auto,41606,28394,32000,31752,1333,120,1375,Hatchback,AVAIL,MERCEDES-BENZ
BMW 7 Series 740Le Plug-in Hybrid M Sport xDrive,288000,36430,6/11/2018,2018,57000,1210,Auto,168880,132490,37000,200482,1998,240,2000,Luxury Sedan,AVAIL,BMW
Opel Crossland 1.2A X Turbo,69800,12070,3/6/2018,2017,932,508,Auto,33080,21121,36810,21570,1199,81,1203,SUV,AVAIL,OPEL
Volkswagen Golf 1.2A TSI,45800,14020,4/7/2016,2015,99990,508,Auto,18473,18265,45504,8265,1197,81,1229,Hatchback,AVAIL,VOLKSWAGEN
Renault Grand Scenic Diesel 1.5A dCi Sunroof,71284,15664,5/22/2014,2013,85576,1048,Auto,27920,24710,60002,16594,1461,81,1522,MPV,SOLD,RENAULT
Mercedes-Benz C-Class C180 Avantgarde,133826,21153,4/28/2021,2020,47565,684,Auto,56139,35735,46002,42029,1497,115,1520,Luxury Sedan,SOLD,MERCEDES-BENZ
MINI Cooper Clubman 1.5A,86505,18197,6/29/2017,2017,98145,684,Auto,36989,28786,54000,27301,1499,100,1320,Hatchback,SOLD,MINI
Toyota Previa 2.4A Aeras Luxury Moonroof,143888,20810,3/27/2019,2018,74340,1638,Auto,48693,34487,31101,40282,2362,125,1775,MPV,AVAIL,TOYOTA
BMW 5 Series 520i,77004,26277,1/28/2014,2013,98516,1210,Auto,44773,46962,78700,52747,1997,135,1615,Luxury Sedan,SOLD,BMW
Porsche Macan Diesel S 3.0A PDK,118800,42410,12/12/2014,2014,88500,3336,Auto,65775,72359,74389,97247,2967,190,1955,SUV,AVAIL,PORSCHE
Mazda 3 1.5A Deluxe Sunroof,57800,13730,12/21/2016,2016,96000,682,Auto,27094,19532,48000,14532,1496,88,1321,Mid-Sized Sedan,AVAIL,MAZDA
Honda Civic 1.6A VTi (COE till 06/2027),49800,12040,6/6/2007,2007,103792,1110,Auto,20930,17949,50625,19744,1595,92,1220,Mid-Sized Sedan,AVAIL,HONDA
Nissan GTR 3.8A (COE till 02/2031),310000,39370,3/24/2011,2011,111489,4363,Auto,35882,113697,45586,113697,3799,390,1740,Sports Car,AVAIL,NISSAN
Toyota Prius C Hybrid 1.5A,70000,14850,11/2/2017,2017,148000,684,Auto,22404,24482,41617,5000,1497,74,1120,Hatchback,AVAIL,TOYOTA
Honda Shuttle Hybrid 1.5A,93800,13690,9/2/2019,2019,36818,682,Auto,34763,22028,39406,12840,1496,101,1190,Stationwagon,AVAIL,HONDA
Mazda 6 2.0A,112469,13505,11/28/2014,2014,12129,1210,Auto,63106,17112,72003,7112,1998,114,1438,Luxury Sedan,SOLD,MAZDA
