model,price,depreciation,registration_date,reg_age,manufactured_year,manufactured_age,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
Mercedes-Benz A-Class A200 Sunroof (New 5-yr COE),84625,16796,18-07-13,10.00,2013,10.00,91626,740,Auto,36678,28017,58162,21224,1595,115,1395,Hatchback,SOLD,01-04-23,05-04-23,MERCEDES-BENZ
Toyota Sienta Hybrid 1.5A X,101800,14670,28-08-19,4.00,2019,4.00,53221,682,Auto,29580,24869,26659,16817,1496,73,1380,MPV,AVAIL,08-04-23,08-04-23,TOYOTA
Porsche Cayenne 3.6A Tip (New 10-yr COE),188888,18870,20-03-13,10.00,2012,11.00,83338,3654,Auto,67877,99929,51981,99929,3598,220,2105,SUV,AVAIL,03-04-23,10-04-23,PORSCHE
Hyundai Elantra 1.6A GLS S,66897,12243,21-03-18,5.00,2018,5.00,102155,738,Auto,26532,11641,38830,11641,1591,94,1345,Mid-Sized Sedan,SOLD,16-04-23,16-04-23,HYUNDAI
Mercedes-Benz CLA-Class CLA180 AMG Line,110765,13604,30-11-16,7.00,2016,7.00,93952,740,Auto,37974,29771,52668,28680,1595,90,1430,Luxury Sedan,SOLD,24-03-23,30-03-23,MERCEDES-BENZ
BMW 2 Series 218i Gran Tourer,205237,19906,29-07-22,1.00,2021,2.00,17619,684,Auto,115218,35520,95901,41728,1499,100,1505,MPV,SOLD,04-04-23,05-04-23,BMW
Volkswagen Scirocco 1.4A TSI Sunroof (COE till 11/2031),81998,9540,18-11-11,12.00,2011,12.00,116238,744,Auto,41026,26508,47765,26508,1390,118,1285,Sports Car,AVAIL,09-04-23,12-04-23,VOLKSWAGEN
BMW 2 Series 216i Active Tourer,137435,16163,28-01-20,3.00,2019,4.00,55073,684,Auto,48752,30044,35010,34062,1499,80,1380,Hatchback,SOLD,01-04-23,03-04-23,BMW
Audi Q3 1.4A TFSI S-tronic,108869,16883,24-08-20,3.00,2020,3.00,68647,624,Auto,43984,27819,37102,30947,1395,110,1545,SUV,SOLD,31-03-23,10-04-23,AUDI
Toyota 86 2.0M (New 10-yr COE),158888,15880,02-05-13,10.00,2012,11.00,91000,1210,Manual,84737,29504,43904,33306,1998,147,1239,Sports Car,AVAIL,27-03-23,03-04-23,TOYOTA
Honda Civic 1.6A VTi (OPC),62000,14350,07-12-16,7.00,2016,7.00,33000,242,Auto,25777,19491,36000,19491,1597,92,1249,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,HONDA
Mercedes-Benz GLA-Class GLA200 Urban Sunroof,113800,18580,17-05-18,5.00,2017,6.00,58000,740,Auto,48693,33344,38801,38682,1595,115,1435,SUV,AVAIL,07-04-23,07-04-23,MERCEDES-BENZ
Nissan Qashqai 1.2A DIG-T Premium,71800,14180,31-10-17,6.00,2017,6.00,78000,508,Auto,29310,19881,41617,14881,1197,85,1325,SUV,AVAIL,14-04-23,14-04-23,NISSAN
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,265000,25080,27-06-22,1.00,2022,1.00,15000,1202,Auto,144034,53633,100684,68540,1991,155,1625,Luxury Sedan,AVAIL,13-04-23,13-04-23,MERCEDES-BENZ
Volkswagen Sportsvan 1.4A Highline Sunroof,81588,15560,19-09-17,6.00,2016,7.00,58000,624,Auto,33742,27472,36001,25461,1395,92,1383,Hatchback,AVAIL,29-03-23,29-03-23,VOLKSWAGEN
BMW 2 Series 216d Gran Tourer Luxury,83800,17900,31-03-17,6.00,2016,7.00,57000,1082,Auto,37018,31478,53001,26070,1496,85,1480,MPV,AVAIL,11-04-23,11-04-23,BMW
BMW 1 Series 116d,75388,15230,11-10-17,6.00,2017,6.00,39000,1082,Auto,26054,26538,36001,14154,1496,85,1350,Hatchback,AVAIL,15-04-23,15-04-23,BMW
Audi A4 1.8A TFSI MU,37800,19360,30-08-14,9.00,2014,9.00,116800,976,Auto,21754,28964,69001,22550,1798,125,1545,Luxury Sedan,AVAIL,27-03-23,15-04-23,AUDI
Hyundai Avante 1.6A S (COE till 11/2024),16935,10909,10-11-09,14.00,2009,14.00,162717,1033,Auto,4950,11465,16208,11465,1591,90,1264,Mid-Sized Sedan,SOLD,07-04-23,13-04-23,HYUNDAI
BMW 2 Series 216i Gran Tourer,89888,15450,21-12-17,6.00,2017,6.00,167425,684,Auto,44454,30858,42339,35202,1499,75,1480,MPV,AVAIL,16-04-23,16-04-23,BMW
BMW 2 Series 216i Gran Tourer,85000,16090,11-08-17,6.00,2017,6.00,119000,684,Auto,40711,27881,44002,31034,1499,75,1480,MPV,AVAIL,30-03-23,03-04-23,BMW
Lexus IS250 (COE till 12/2030),87759,11906,13-05-11,12.00,2010,13.00,147087,2160,Auto,30109,38280,40714,38280,2500,153,1625,Luxury Sedan,SOLD,02-04-23,14-04-23,LEXUS
Mercedes-Benz C-Class C160 Avantgarde,150888,17370,30-10-20,3.00,2020,3.00,81130,684,Auto,58879,34175,41001,39845,1497,95,1505,Luxury Sedan,AVAIL,08-04-23,08-04-23,MERCEDES-BENZ
Mercedes-Benz B-Class B180 Progressive,163800,17370,31-08-21,2.00,2021,2.00,11000,586,Auto,68166,31940,48510,36716,1332,96,1405,Hatchback,AVAIL,15-04-23,15-04-23,MERCEDES-BENZ
Mazda MX-5 2.0A,106800,21610,30-03-17,6.00,2015,8.00,57359,1210,Auto,46888,36337,48556,42872,1998,118,1080,Sports Car,AVAIL,06-04-23,16-04-23,MAZDA
Mercedes-Benz C-Class C180 Avantgarde,74300,24430,21-07-15,8.00,2015,8.00,58970,740,Auto,38265,35294,71509,36412,1595,115,1425,Luxury Sedan,SOLD,25-03-23,10-04-23,MERCEDES-BENZ
Land Rover Range Rover Evoque 2.0A 5DR Sunroof,142888,19390,30-01-19,4.00,2017,6.00,45000,1210,Auto,64555,49442,32200,61219,1997,177,1752,SUV,AVAIL,02-04-23,02-04-23,LAND-ROVER
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,86998,15880,04-04-18,5.00,2018,5.00,86085,738,Auto,32533,16204,42661,16204,1591,130,1594,SUV,AVAIL,14-04-23,14-04-23,HYUNDAI
Lamborghini Huracan LP610-4,698000,122060,11-04-17,6.00,2015,8.00,19000,5834,Auto,296761,250830,54501,423494,5204,449,1532,Sports Car,AVAIL,29-03-23,29-03-23,LAMBORGHINI
Volkswagen Jetta 1.4A TSI,29800,15800,26-11-14,9.00,2014,9.00,115000,620,Auto,15354,18703,65710,8703,1390,90,1417,Mid-Sized Sedan,AVAIL,10-04-23,17-04-23,VOLKSWAGEN
Mercedes-Benz GLA-Class GLA200 AMG Line,208800,23060,30-06-21,2.00,2020,3.00,38000,586,Auto,75288,33644,56032,39102,1332,120,1485,SUV,AVAIL,05-04-23,05-04-23,MERCEDES-BENZ
Subaru XV 1.6i-S,67928,15337,17-04-17,6.00,2016,7.00,82264,744,Auto,29514,15421,51765,15421,1600,84,1480,SUV,AVAIL,11-04-23,17-04-23,SUBARU
BMW 5 Series 528i M-Sport (New 10-yr COE),169888,16970,28-06-13,10.00,2012,11.00,63303,1210,Auto,73397,54450,61047,65010,1997,180,1620,Luxury Sedan,AVAIL,13-04-23,14-04-23,BMW
Toyota Corolla Altis 1.6A (COE till 01/2028),81580,13174,26-03-08,15.00,2008,15.00,60927,1113,Auto,32223,16994,42970,18694,1598,80,1195,Mid-Sized Sedan,SOLD,04-04-23,05-04-23,TOYOTA
Bentley Flying Spur 4.0A V8,1360000,115300,23-03-23,0.00,2022,1.00,200,3944,Auto,428722,222031,108051,428469,3996,404,2330,Mid-Sized Sedan,AVAIL,15-04-23,15-04-23,BENTLEY
Mercedes-Benz C-Class C180 CGI,112941,12083,27-10-14,9.00,2014,9.00,117551,740,Auto,42794,29309,73010,28033,1595,115,1485,Luxury Sedan,AVAIL,07-04-23,13-04-23,MERCEDES-BENZ
Toyota Estima 2.4A Aeras (COE till 11/2027),111294,22167,13-03-08,15.00,2007,16.00,96516,2457,Auto,31583,29871,50168,29871,2362,125,1770,MPV,SOLD,31-03-23,03-04-23,TOYOTA
Subaru Forester 2.5T (COE till 12/2026),85888,23520,11-12-06,17.00,2006,17.00,109570,2625,Manual,20139,21030,55187,23133,2457,169,1510,SUV,AVAIL,26-03-23,26-03-23,SUBARU
Suzuki Swift Sport 1.6A (COE till 03/2025),24800,12710,30-03-10,13.00,2009,14.00,155000,957,Auto,6478,16106,16604,16106,1586,92,1100,Hatchback,AVAIL,15-04-23,15-04-23,SUZUKI
Mazda CX-5 2.5A Luxury Sunroof,63900,16590,31-03-16,7.00,2015,8.00,82000,1786,Auto,31904,27014,48002,29820,2488,141,1568,SUV,AVAIL,24-03-23,17-04-23,MAZDA
Hyundai Avante 1.6A GLS,86800,11980,03-01-20,3.00,2019,4.00,27000,738,Auto,29630,12647,30000,12647,1591,94,1345,Mid-Sized Sedan,AVAIL,24-03-23,03-04-23,HYUNDAI
Honda HR-V 1.5A DX,86564,14391,22-06-18,5.00,2018,5.00,60712,682,Auto,33545,19096,36426,19096,1496,96,1185,SUV,SOLD,16-04-23,16-04-23,HONDA
Volvo V40 Diesel D2,31800,15280,16-01-15,8.00,2014,9.00,112061,1144,Auto,17092,23641,66010,10098,1560,84,1427,Hatchback,AVAIL,04-04-23,05-04-23,VOLVO
Mazda 3 1.5A Sunroof,54050,12320,18-04-17,6.00,2017,6.00,84592,682,Auto,26444,14476,50101,9476,1496,88,1310,Mid-Sized Sedan,SOLD,03-04-23,14-04-23,MAZDA
Peugeot 308 1.2A PureTech Active,87475,15193,21-08-15,8.00,2015,8.00,75855,508,Auto,34267,16183,55889,6183,1199,96,1150,Hatchback,SOLD,08-04-23,08-04-23,PEUGEOT
Porsche Macan Diesel S 3.0A PDK,129800,67640,08-07-14,9.00,2014,9.00,140000,3336,Auto,59689,70516,65700,93929,2967,190,1955,SUV,AVAIL,12-04-23,13-04-23,PORSCHE
BMW 4 Series 420i Coupe Sunroof,166800,20780,29-11-19,4.00,2019,4.00,39000,1210,Auto,70260,47396,40009,58355,1998,135,1495,Sports Car,AVAIL,17-04-23,17-04-23,BMW
Audi S5 Coupe 3.0A TFSI Quattro S-Tronic,103300,30340,27-02-15,8.00,2013,10.00,68800,2380,Auto,63819,67439,66751,93391,2995,245,1675,Sports Car,AVAIL,15-04-23,15-04-23,AUDI
Audi Q3 1.4A TFSI S-tronic,152300,17310,12-03-21,2.00,2020,3.00,30000,624,Auto,58731,27785,45001,30899,1395,110,1545,SUV,AVAIL,09-04-23,11-04-23,AUDI
Kia Cerato Forte 1.6A EX (COE till 06/2024),12131,12073,26-10-09,14.00,2009,14.00,172715,1033,Auto,3161,11051,14920,11051,1591,93,1251,Mid-Sized Sedan,SOLD,11-04-23,12-04-23,KIA
Jaguar E-PACE 2.0A Prestige,171800,28920,26-06-18,5.00,2018,5.00,44000,1210,Auto,49996,36558,33900,43182,1997,183,1867,SUV,AVAIL,14-04-23,17-04-23,JAGUAR
Hyundai Avante 1.6A GLS S,78800,12450,16-01-19,4.00,2018,5.00,51000,738,Auto,25418,14338,25501,14338,1591,94,1345,Mid-Sized Sedan,AVAIL,05-04-23,05-04-23,HYUNDAI
Mercedes-Benz GLC-Class GLC300 Coupe 4MATIC,287888,28570,19-01-22,1.00,2021,2.00,13000,1202,Auto,126732,57266,80401,75079,1991,190,1795,SUV,AVAIL,10-04-23,13-04-23,MERCEDES-BENZ
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,112192,11692,29-03-17,6.00,2016,7.00,102556,740,Auto,40257,31899,48401,31659,1595,90,1430,Stationwagon,SOLD,25-03-23,28-03-23,MERCEDES-BENZ
Audi A6 2.0A TFSI MU,103946,20911,21-01-14,9.00,2013,10.00,133963,1194,Auto,44178,38187,73010,40462,1984,132,1565,Luxury Sedan,AVAIL,30-03-23,06-04-23,AUDI
BMW 6 Series 640i Gran Coupe (COE till 10/2032),185888,19540,19-10-12,11.00,2012,11.00,102000,2598,Auto,104266,80163,109643,80163,2979,235,1750,Luxury Sedan,AVAIL,07-04-23,07-04-23,BMW
BMW 2 Series 218i Gran Coupe M-Sport,149000,16480,15-01-21,2.00,2020,3.00,40000,684,Auto,70049,36049,49300,42469,1499,103,1375,Luxury Sedan,AVAIL,24-03-23,24-03-23,BMW
Mitsubishi Lancer EX 2.0A GT (COE till 01/2029),80888,14030,21-01-09,14.00,2008,15.00,196000,1815,Auto,18063,24352,31335,23220,1998,114,1427,Mid-Sized Sedan,AVAIL,08-04-23,08-04-23,MITSUBISHI
Toyota Yaris Cross Hybrid 1.5A Active,118500,13370,26-08-21,2.00,2021,2.00,7000,680,Auto,47675,26008,45001,13412,1490,82,1190,SUV,AVAIL,25-03-23,10-04-23,TOYOTA
Audi A4 1.4A TFSI S-tronic,89370,14580,31-03-17,6.00,2017,6.00,111020,624,Auto,39816,32091,54000,26928,1395,110,1450,Luxury Sedan,SOLD,01-04-23,10-04-23,AUDI
BMW 2 Series 218i Active Tourer,39600,15900,27-02-15,8.00,2014,9.00,65112,684,Auto,23348,27047,67901,19866,1499,100,1360,Hatchback,AVAIL,17-04-23,17-04-23,BMW
BYD T3 Electric,123800,12860,30-11-22,1.00,2022,1.00,33867,899,Auto,47040,23078,48874,1154,2247,86,1620,Van,AVAIL,13-04-23,13-04-23,BYD
Toyota Rush 1.5A X (COE till 05/2024),17149,13505,24-07-09,14.00,2009,14.00,173954,955,Auto,3640,18223,13943,18223,1495,80,1160,SUV,SOLD,28-03-23,29-03-23,TOYOTA
Toyota Prius Hybrid 1.8A S,69385,16378,13-04-17,6.00,2016,7.00,67943,974,Auto,25144,28124,54000,5000,1797,90,1360,Hatchback,SOLD,27-03-23,28-03-23,TOYOTA
Nissan Qashqai 1.2A DIG-T,48999,13530,25-05-16,7.00,2016,7.00,101047,508,Auto,23948,18974,47889,13974,1197,85,1285,SUV,AVAIL,15-04-23,15-04-23,NISSAN
Mercedes-Benz S-Class S300L Sunroof (COE till 05/2029),74888,12250,28-05-09,14.00,2008,15.00,155000,3335,Auto,24182,82986,39563,82986,2997,170,1850,Luxury Sedan,AVAIL,10-04-23,14-04-23,MERCEDES-BENZ
Mercedes-Benz A-Class A200 Style,109339,28250,10-10-16,7.00,2016,7.00,35628,740,Auto,34284,24971,57508,21960,1595,115,1395,Hatchback,AVAIL,28-03-23,03-04-23,MERCEDES-BENZ
Honda Accord 2.0A (COE till 05/2028),59800,11770,15-05-08,15.00,2008,15.00,120000,1815,Auto,19664,29692,38712,29692,1997,115,1505,Luxury Sedan,AVAIL,13-04-23,13-04-23,HONDA
BYD T3 Electric,124800,12530,31-03-23,0.00,2022,1.00,10,544,Auto,33468,23078,33615,1154,1603,81,1620,Van,AVAIL,11-04-23,11-04-23,BYD
Honda N-Van Turbo Style Fun Honda Sensing,86800,9020,30-11-22,1.00,2022,1.00,454,651,Auto,60015,16489,62355,825,658,87,960,Van,AVAIL,06-04-23,06-04-23,HONDA
Honda Vezel 1.5A X,87800,14460,23-11-18,5.00,2018,5.00,65235,682,Auto,24136,22504,25000,13506,1496,96,1190,SUV,AVAIL,04-04-23,12-04-23,HONDA
Mazda 5 2.0A (COE till 09/2028),61800,11440,10-09-08,15.00,2008,15.00,106756,1818,Auto,18024,20664,33377,20664,1999,107,1527,MPV,AVAIL,11-04-23,11-04-23,MAZDA
Toyota Voxy Hybrid 1.8A V,173800,20450,09-02-21,2.00,2019,4.00,21000,974,Auto,59153,36274,49001,27784,1797,100,1620,MPV,AVAIL,14-04-23,17-04-23,TOYOTA
Volkswagen Golf 1.4A TSI (COE till 04/2024),13400,12910,31-07-09,14.00,2009,14.00,148983,868,Auto,2711,21883,13088,21883,1390,90,1241,Hatchback,AVAIL,10-04-23,10-04-23,VOLKSWAGEN
Maserati GranTurismo 4.2A (COE till 01/2031),180800,23190,29-07-11,12.00,2011,12.00,90000,5198,Auto,33269,93761,42683,93761,4244,298,1880,Sports Car,AVAIL,10-04-23,10-04-23,MASERATI
Honda Vezel Hybrid 1.5A X,72215,15925,02-08-17,6.00,2017,6.00,69762,682,Auto,24835,29446,50001,5000,1496,112,1280,SUV,SOLD,29-03-23,29-03-23,HONDA
Mazda 6 2.0A,83800,14110,27-07-18,5.00,2018,5.00,93000,1210,Auto,30290,18599,31001,18599,1998,121,1515,Luxury Sedan,AVAIL,15-04-23,15-04-23,MAZDA
Subaru Impreza 5D 2.0A S-GT (COE till 11/2028),78800,14000,23-12-08,15.00,2008,15.00,160000,1809,Auto,18076,25958,32121,25958,1994,184,1390,Hatchback,AVAIL,16-04-23,16-04-23,SUBARU
Tesla Model 3 Electric Performance AWD,231790,24499,03-09-21,2.00,2021,2.00,23344,5384,Auto,90372,72142,61001,56856,2733,377,1844,Luxury Sedan,SOLD,02-04-23,12-04-23,TESLA
Volkswagen Golf R 5DR Sunroof (COE till 09/2030),114800,15390,10-01-11,12.00,2010,13.00,145000,1552,Auto,26053,37826,34935,37826,1984,188,1466,Sports Car,AVAIL,03-04-23,03-04-23,VOLKSWAGEN
Mercedes-Benz GLA-Class GLA180 Urban Edition,122733,16990,19-02-19,4.00,2018,5.00,63363,740,Auto,36941,28410,25501,31774,1595,90,1435,SUV,SOLD,31-03-23,15-04-23,MERCEDES-BENZ
Honda N-Van Turbo Style Fun Honda Sensing,87103,8942,27-02-23,0.00,2022,1.00,44756,569,Auto,61191,16838,62427,842,658,79,920,Van,SOLD,27-03-23,16-04-23,HONDA
Mercedes-Benz S-Class S350L (COE till 12/2027),84096,15246,16-01-08,15.00,2007,16.00,132590,4746,Auto,26637,83796,51850,92176,3498,200,1925,Luxury Sedan,SOLD,08-04-23,11-04-23,MERCEDES-BENZ
Volvo XC60 T5 R-Design Sunroof,84000,18530,29-07-16,7.00,2016,7.00,125190,1176,Auto,48986,38820,57508,46348,1969,180,1781,SUV,AVAIL,07-04-23,07-04-23,VOLVO
Audi Q5 2.0A TFSI Quattro,93388,19810,25-11-16,7.00,2016,7.00,90665,1194,Auto,47611,37035,53001,43849,1984,132,1845,SUV,AVAIL,26-03-23,26-03-23,AUDI
Renault Grand Scenic Diesel 1.5A dCi,88000,14580,20-09-18,5.00,2018,5.00,66000,1048,Auto,29608,25440,30209,17616,1461,81,1540,MPV,AVAIL,31-03-23,14-04-23,RENAULT
Hyundai Avante 1.6A Elite Sunroof,123889,14080,02-11-21,2.00,2021,2.00,11589,742,Auto,50352,21487,52709,7082,1598,91,1280,Mid-Sized Sedan,AVAIL,09-04-23,16-04-23,HYUNDAI
Lexus RX350 (COE till 09/2027),66800,14990,05-10-07,16.00,2007,16.00,116609,4650,Auto,37015,45988,50355,50587,3456,203,1915,SUV,AVAIL,08-04-23,16-04-23,LEXUS
Mercedes-Benz E-Class E200 Exclusive,194800,23470,16-01-20,3.00,2019,4.00,42500,1202,Auto,81204,55854,39700,72538,1991,145,1640,Luxury Sedan,AVAIL,03-04-23,05-04-23,MERCEDES-BENZ
Mercedes-Benz GLE-Class GLE450 AMG 4MATIC,186888,35100,20-01-17,6.00,2016,7.00,73000,2382,Auto,92485,76520,56340,109736,2996,270,2180,SUV,AVAIL,24-03-23,11-04-23,MERCEDES-BENZ
Toyota Harrier 2.0A Premium Panoramic Roof,111800,17910,07-08-18,5.00,2015,8.00,76399,1196,Auto,41471,29559,31001,33383,1986,111,1610,SUV,AVAIL,14-04-23,14-04-23,TOYOTA
Subaru XV 2.0i-S EyeSight,73800,13960,29-12-17,6.00,2017,6.00,94300,1208,Auto,33484,16309,48011,16309,1995,115,1489,SUV,AVAIL,14-04-23,14-04-23,SUBARU
Volkswagen Golf GTI 5DR Sunroof,128800,21640,23-04-18,5.00,2018,5.00,65000,1194,Auto,48967,34515,37330,40321,1984,169,1408,Sports Car,AVAIL,29-03-23,15-04-23,VOLKSWAGEN
Mazda 3 1.5A Deluxe Sunroof,79176,12056,25-04-18,5.00,2017,6.00,103387,682,Auto,32725,18004,38510,18004,1496,88,1331,Mid-Sized Sedan,SOLD,13-04-23,17-04-23,MAZDA
Peugeot 2008 Active Puretech 1.2A Sunroof,49777,12350,30-12-16,7.00,2016,7.00,84000,508,Auto,23669,18083,49751,8083,1199,81,1140,SUV,AVAIL,09-04-23,09-04-23,PEUGEOT
Honda N-Van Turbo Style Fun Honda Sensing,91800,9750,14-09-22,1.00,2022,1.00,10943,558,Auto,43574,17400,46288,870,658,78,920,Van,AVAIL,10-04-23,10-04-23,HONDA
Honda Civic 1.6A VTi,87800,13910,07-11-18,5.00,2018,5.00,72848,742,Auto,31215,20612,28000,20857,1597,92,1249,Mid-Sized Sedan,AVAIL,15-04-23,15-04-23,HONDA
Volkswagen Jetta 1.4A TSI (COE till 05/2027),42500,10360,25-05-12,11.00,2012,11.00,110923,682,Auto,27738,24297,33793,24297,1390,118,1417,Mid-Sized Sedan,AVAIL,14-04-23,14-04-23,VOLKSWAGEN
Mercedes-Benz C-Class C180K (COE till 11/2027),65000,14060,04-01-08,15.00,2007,16.00,112000,1461,Auto,23187,36775,50168,40453,1796,115,1485,Luxury Sedan,AVAIL,02-04-23,11-04-23,MERCEDES-BENZ
Mercedes-Benz S-Class S400L,149800,34700,01-07-15,8.00,2014,9.00,70260,2382,Auto,104431,96954,75000,146518,2996,245,1935,Luxury Sedan,AVAIL,03-04-23,03-04-23,MERCEDES-BENZ
Audi A3 Sedan 1.4A TFSI Ambiente,110708,12832,28-12-15,8.00,2015,8.00,94321,624,Auto,34371,27642,54301,20699,1395,92,1310,Luxury Sedan,SOLD,30-03-23,31-03-23,AUDI
Toyota Previa 2.4A,65777,19080,03-08-15,8.00,2015,8.00,111000,1638,Auto,39697,37090,58109,43926,2362,125,1775,MPV,AVAIL,16-04-23,16-04-23,TOYOTA
BMW X5 xDrive25d M-Sport,152800,29240,27-12-16,7.00,2016,7.00,103947,1806,Auto,75227,65255,50010,89459,1995,170,2040,SUV,AVAIL,16-04-23,16-04-23,BMW
Volkswagen Golf 1.2A TSI,26800,17770,29-08-14,9.00,2014,9.00,119744,508,Auto,11331,18097,62890,5000,1197,77,1229,Hatchback,AVAIL,07-04-23,07-04-23,VOLKSWAGEN
Toyota Corolla Altis 1.6A Elegance,102888,13720,20-12-19,4.00,2019,4.00,166000,742,Auto,38801,21754,32889,22456,1598,96,1315,Mid-Sized Sedan,AVAIL,28-03-23,28-03-23,TOYOTA
Mercedes-Benz GLC-Class GLC250 4MATIC,186800,25280,25-07-19,4.00,2019,4.00,28000,1202,Auto,69327,45996,43102,56395,1991,155,1735,SUV,AVAIL,13-04-23,13-04-23,MERCEDES-BENZ
Mercedes-Benz E-Class E250 CGI (COE till 03/2030),87787,12891,19-04-10,13.00,2009,14.00,133761,1266,Auto,24481,53000,35416,53000,1796,150,1650,Luxury Sedan,SOLD,01-04-23,06-04-23,MERCEDES-BENZ
BMW X6 xDrive35i Sunroof (COE till 12/2028),151200,26820,05-12-08,15.00,2008,15.00,117500,3543,Auto,17782,73434,31553,73434,2979,306,2145,SUV,AVAIL,02-04-23,07-04-23,BMW
Nissan NV200 1.6A DX,65018,10099,11-12-20,3.00,2020,3.00,35792,365,Auto,16228,21218,24802,1061,1597,79,1220,Van,SOLD,30-03-23,05-04-23,NISSAN
Audi S3 2.0M TFSI Quattro (COE till 06/2027),81800,19510,26-06-07,16.00,2007,16.00,158000,1791,Auto,22658,54550,54088,60005,1984,188,1455,Sports Car,AVAIL,31-03-23,15-04-23,AUDI
Bentley Continental Flying Spur 6.0A (COE till 04/2031),178800,22240,24-05-11,12.00,2008,15.00,73138,8489,Auto,38034,132569,47316,132569,5998,412,2600,Luxury Sedan,AVAIL,26-03-23,26-03-23,BENTLEY
Kia Cerato 1.6A LX,79800,11960,18-06-19,4.00,2018,5.00,30398,738,Auto,24830,11964,25689,11964,1591,94,1287,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,KIA
Toyota RegiusAce 2.8A,92800,12876,21-11-19,4.00,2019,4.00,53000,743,Auto,15967,42007,22522,2101,2754,92,2100,Bus/Mini Bus,AVAIL,16-04-23,16-04-23,TOYOTA
Volvo S80 D2 Diesel,29800,17580,07-02-14,9.00,2012,11.00,155000,1144,Auto,21359,38706,71564,31189,1560,84,1596,Luxury Sedan,AVAIL,04-04-23,12-04-23,VOLVO
Audi A3 Sedan 1.4A TFSI S-tronic Ambition,31500,18220,26-06-14,9.00,2014,9.00,158000,624,Auto,18575,30408,65689,19572,1395,90,1310,Luxury Sedan,AVAIL,08-04-23,17-04-23,AUDI
BMW X1 sDrive20i M-Sport,155800,17780,14-08-20,3.00,2020,3.00,50000,1210,Auto,63874,42149,35001,51009,1998,141,1485,SUV,AVAIL,12-04-23,12-04-23,BMW
Mazda 3 1.5A,52300,11880,18-04-17,6.00,2017,6.00,93904,682,Auto,26200,14476,50101,9476,1496,88,1310,Mid-Sized Sedan,AVAIL,04-04-23,16-04-23,MAZDA
Toyota Hiace 3.0M,24800,16760,09-10-14,9.00,2014,9.00,152951,647,Manual,4500,27502,30415,1376,2982,92,1740,Van,AVAIL,14-04-23,14-04-23,TOYOTA
BMW X1 sDrive20i,105800,20580,19-06-17,6.00,2017,6.00,86000,1210,Auto,48825,34200,50110,39880,1998,141,1485,SUV,AVAIL,13-04-23,17-04-23,BMW
Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium,469000,46280,30-07-21,2.00,2021,2.00,15400,2384,Auto,177785,110489,63002,170881,2999,336,2065,Luxury Sedan,AVAIL,28-03-23,29-03-23,MERCEDES-BENZ
Audi A3 Sedan 1.4A TFSI Ambiente,54015,15796,27-08-14,9.00,2014,9.00,106173,624,Auto,20911,27205,65710,15087,1395,90,1310,Luxury Sedan,SOLD,11-04-23,14-04-23,AUDI
BMW 5 Series 520i,84800,21190,05-10-15,8.00,2014,9.00,128400,1210,Auto,53793,51665,60001,64997,1997,135,1685,Luxury Sedan,AVAIL,03-04-23,03-04-23,BMW
Honda Freed 1.5A G (COE till 08/2030),88800,12040,01-09-10,13.00,2008,15.00,120155,887,Auto,23741,20999,32190,20999,1496,87,1300,MPV,AVAIL,24-03-23,28-03-23,HONDA
Lexus UX Hybrid UX250h Executive,100557,15129,05-04-21,2.00,2021,2.00,56593,1198,Auto,40683,41062,50100,34487,1987,135,1570,SUV,SOLD,08-04-23,15-04-23,LEXUS
SEAT Ateca 1.4A TSI Xcellence,159888,15220,10-10-22,1.00,2020,3.00,57012,624,Auto,114207,27893,95856,31051,1395,110,1377,SUV,AVAIL,26-03-23,11-04-23,SEAT
Chrysler 300C,58800,18710,10-07-14,9.00,2013,10.00,36000,3330,Auto,47624,55316,67290,71569,3604,210,1876,Luxury Sedan,AVAIL,07-04-23,08-04-23,CHRYSLER
Toyota Alphard 2.5A S C-Package Moonroof,309988,28850,09-02-23,0.00,2022,1.00,50,1792,Auto,130602,43784,116577,53298,2493,134,2030,MPV,AVAIL,17-04-23,17-04-23,TOYOTA
BMW 5 Series 530i Luxury,133777,25730,21-04-17,6.00,2017,6.00,66000,1210,Auto,64421,49363,54000,61109,1998,185,1540,Luxury Sedan,AVAIL,12-04-23,14-04-23,BMW
Porsche Cayenne GTS 4.8A Tip (New 10-yr COE),190643,23812,18-03-13,10.00,2012,11.00,102851,5731,Auto,32327,126488,47070,126488,4806,309,2085,SUV,SOLD,28-03-23,11-04-23,PORSCHE
Jaguar XF Diesel 2.0A,84800,17190,02-08-16,7.00,2016,7.00,62500,1812,Auto,53430,52420,51010,56356,1999,132,1672,Luxury Sedan,AVAIL,13-04-23,15-04-23,JAGUAR
Kia Cerato 1.6A EX (OPC),28021,10618,02-11-18,5.00,2018,5.00,142649,238,Auto,3425,13967,14997,13967,1591,94,1287,Mid-Sized Sedan,AVAIL,09-04-23,10-04-23,KIA
