model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Honda Stream 1.8A X (COE till 01/2024),N.A,N.A,12-Jan-2009,2008,N.A.,"$1,467 /yr",Auto,N.A.,"$20,383","$15,668","$20,383","1,799 cc",103.0 kW (138 bhp),"1,350 kg",5,MPV,Features Reliable 1.8L in-line 4 cylinders I-VTEC engine producing 138 horses. Smooth 5 speed automatic transmission. View specs of the Honda Stream (2007-2014),"Accessories Factory fitted audio system, premium black leather seats, knockdown rear seats, reverse sensors.",Description The perfect MPV for a short term drive to sit the family comfortably or for delivery purposes. Drive away with full confidence as car condition is well upkept with proper timely servicing previously. One of the cheapest unit available until COE expires in January 2024. Please contact me for viewing!,"CategoryCOE Car, Premium Ad Car",SOLD
Mazda 5 2.0A Sunroof,N.A,N.A,30-Dec-2015,2015,N.A.,"$1,210 /yr",Auto,N.A.,"$18,062","$58,801","$18,062","1,998 cc",111.0 kW (148 bhp),"1,535 kg",2,MPV,"Features 2.0l Responsive Inline 4 Cylinders DOHC SkyActiv-G Engine, 6-speed Auto, Airbags, ABS, Dsc, Sunroof, I-stop, Sunroof, Rear Aircon, Knockdown Rear Seat View specs of the Mazda 5 (2012-2018)","Accessories Leather Seat, Sport Rims, 2x Power Sliding Doors, Pioneer DVD/bt/rev Camera/sensor, Multi Function Steering, Auto Folding Mirrors, Rear Aircon.","Description The Ideal MPV Selection! Practical And Reliable 7 Seater Build-in With Twin Power Door For Convenience And Quick Access. Be It For Your Cargo Space Or Family Comfort, The Mazda 5 Will Definitely Serve Your Purpose. Trade In Welcome! Flexible Bank/in House Financing Available With Fast And Easy Loan Approval! Hurry Call Now For Viewing Appointment. Thank You.","CategoryPARF Car, Premium Ad Car",SOLD
Ferrari Roma,"$1,497,988",N.A.,N.A.,Auto,652 km,"$3,724 /yr","$277,748",N.A.,NA,New 10-yr COE,NA,"3,855 cc",NA,N.A.,NA,Sports Car,"Features Powered by an extremely powerful 3.8L V8 twin turbocharged mated to an 8 speed F1 DCT, producing 612bhp and 760 Nm of torque. 0-100km/h in 3.4s. RWD. View specs of the Ferrari Roma","Accessories New digital instrument cluster and display, ceramic brakes, 5 mode Manettino switch, active rear spoiler, LED headlight.",Description Full warranty and servicing by Ital Auto. Flexible loans available.,Additional Imported Used Vehicle. Comes with new 10-yr COE.,"CategoryImported Used Vehicle, COE Car, Rare & Exotic, Low Mileage Car"
Mazda 6 2.0A,N.A,N.A,21-Jan-2015,2014,N.A.,"$1,210 /yr",Auto,N.A.,"$18,284","$76,904","$8,284","1,998 cc",114.0 kW (152 bhp),"1,438 kg",3,Luxury Sedan,Features View specs of the Mazda 6 Sedan (2013-2018),NA,"Description Nice paintwork, upgraded sound system with new speakers and nakamichi subwoofer. Just serviced recently. Front 2 tyres just replaced. Powerful and refined engine. Excellent drive, good road holding and stability. Spacious and elegant looking executive car. Very comfortable and smooth ride. Great value for money. No consignment agents please.","CategoryPARF Car, Direct Owner Sale",SOLD
Volvo V40 Cross Country Diesel D2 Moonroof,"$28,800","$18,800",16-Apr-2014,2014,"33,900 km (3.8k /yr)","$1,144 /yr",Auto,"$17,752","$30,791","$77,400","$20,108","1,560 cc",84.0 kW (112 bhp),"1,448 kg",2,Hatchback,"Features 1.6l diesel turbo producing 112bhp, matched to a 6 speed automatic, cruise control, keyless entry/start. View specs of the Volvo V40","Accessories Full Panoramic roof, lane departure warning, auto headlights, driver electric memory seat.",Description Nice and fun small luxury hatch! Super low mileage in pristine condition! Great for Short term Use or renew COE later! Bank or in house loan available. Call for more enquiries! We open mon to sat 10 am to 7 pm. Please call us for appointment on Sunday and public holiday. Thank you!,"CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Wish 1.8A X Limited (COE till 04/2027),"$51,800","$12,920",20-Apr-2007,2007,"130,400 km (8.1k /yr)","$1,458 /yr",Auto,"$20,832","$18,908","$52,008","$20,799","1,794 cc",97.0 kW (130 bhp),"1,300 kg",2,MPV,"Features Spacious and reliable 1.8l DOHC VVT-I engine, smooth 4 speed Steptronic gearbox, digital climate control aircon, airbags, ABS, knockdown rear seats. View specs of the Toyota Wish (2008-2009)","Accessories Full new leather seats, DVD player, reverse sensor, reverse camera, sports rims, retractable side mirrors.","Description Low owner count, good genuine mileage. Well maintained unit. New paint, full engine service done, 100% accident free, popular MPV in the market, good power and fuel efficient. Flexible bank/in house loan. Contact us now to make viewing appointment","CategoryCOE Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mitsubishi Attrage 1.2A Sports (OPC),"$69,800","$9,270",20-Jul-2020,2019,"20,100 km (7.3k /yr)",$70 /yr,Auto,"$15,739","$14,270","$16,520","$5,000","1,193 cc",59.0 kW (79 bhp),940 kg,2,Mid-Sized Sedan,"Features 1.2L DOHC 12 Valves MIVEC Engine, Invecs-III CVT Auto Transmission, Cruise Control, Keyless Push Start/stop, Multi Steering Control, ABS, TRC, Airbags View specs of the Mitsubishi Attrage (2014-2022)","Accessories Upgraded Ultra Racing Bar, Upgraded 16'' Sport Rim, Black Leather Seat With Red Stitching, JVC Audio Player with Bt, Reverse Camera& Sensor",Description Free 3 years warranty for engine & gearbox! Free 3 years servicing! Free 1 year insurance! Free 1 year road tax! Why buy from us? We have more than 900 over reviews on facebook and Google. Sgcarmart premium dealer. Pristine condition. In-house loan available. STA evaluation welcome. Kindly call our experience sales consultant for non obligation discussion,Description Free 3 years warranty for engine & gearbox! Free 3 years servicing! Free 1 year insurance! Free 1 year road tax! Why buy from us? We have more than 900 over reviews on facebook and Google. Sgcarmart premium dealer. Pristine condition. In-house loan available. STA evaluation welcome. Kindly call our experience sales consultant for non obligation discussion,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection"
Kia Cerato 1.6A LX,"$92,800","$12,500",25-Mar-2020,2019,"14,000 km (4.6k /yr)",$738 /yr,Auto,"$33,328","$12,056","$35,010","$12,056","1,591 cc",93.8 kW (125 bhp),"1,287 kg",2,Mid-Sized Sedan,"Features 1.6l powerful 4 cylinder gamma engine with dual-CVVT technology, 6 speed transmission, auto headlights, ABS View specs of the Kia Cerato (2018-2021)","Accessories 8"" Touchscreen Player With Android Auto/CarPlay, Reverse Camera & Sensor, Bluetooth, Multi Function Steering, Leather Seats, Sports Rims, Solar Films.",Description LOWEST Mileage In Market! Low Monthly From $8xx Only With Attractive Low Bank Interest Rate! Tip-Top Condition With No Repair Require. Fully Maintained at Agent With Warranty Available Till March 2025! Spacious Sedan With Excellent Fuel Consumption at 14km/l Only. All Checks Are Welcome For A Peace Of Mind! Full Loan Available With Fast/High Approval Rate! PHV Welcome. Contact Us Now!,"CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Subaru Forester 2.0i-L Sunroof,"$88,800","$14,680",19-Nov-2018,2018,"46,000 km (10.4k /yr)","$1,208 /yr",Auto,"$28,109","$13,395","$32,302","$13,395","1,995 cc",110.0 kW (147 bhp),"1,591 kg",1,SUV,Features Powerful 2.0L engine with 147bhp. Linear CVT auto with paddle shift/si-drive. ABS. AWD with x-mode intelligence. Cruise control.,Accessories Panoramic roof. Dual electric seats. Auto headlight/wipers. Keyless entry. Premium leather seat. Reverse camera and sensors. Front and rear camera.,"Description 1 owner only. Non smoker unit. Silver paint with black interior. Very well maintain, view to believe. Flexible in house loan available. Low down payment available for bank loan. Please call or visit us for more details.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz E-Class E220d Sport,"$215,800","$22,860",24-Jun-2021,2020,"28,000 km (15.4k /yr)","$1,734 /yr",Auto,"$92,085","$46,550","$60,109","$57,170","1,950 cc",143.0 kW (191 bhp),"1,750 kg",1,Luxury Sedan,"Features Inline 4 cylinders 16 valve,191hp, 400nm torque, 9G-Tronic(A),dynamic select(eco,comfort,sport,sport plus), eco start/stop,agility control suspension. View specs of the Mercedes-Benz E-Class Saloon Diesel (2020)","Accessories Multi function steering wheel, 360 View camera, electric seats, multi zone aircon, navigation system, Bluetooth, park assist, cruise control, camera.","Description 1 owner unit, the latest facelifted model, Premium warranty by our in-house workshop, pristine condition, come with our in-house premium warranty, a unit not to be missed, the best of both worlds fuel efficiency and luxury feels combinations that you can't resist. Flexible loan and high trade in. Contact our friendly consultant for further discussion.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz GLA-Class GLA200 AMG Line Premium Plus,"$146,800","$20,030",16-Aug-2019,2018,"53,000 km (14.4k /yr)",$740 /yr,Auto,"$55,195","$34,160","$40,001","$39,824","1,595 cc",115.0 kW (154 bhp),"1,435 kg",1,SUV,Features 1.6 4 Cylinder Inline 16 Valve Turbocharged Engine Producing 154Bhp And 250Nm Torque. Coupled With 7G-DCT Gearbox. 0-100Kmh In 8 Sec. FC At 17.2Km/L. View specs of the Mercedes-Benz GLA-Class (2014-2020),"Accessories AMG line interior and exterior package, 19"" AMG rims, factory fitted audio system, AMG sports steering with paddle shifter.","Description Only 1 Owner! Still Under Warranty!. Full Servicing Record Available! Well Maintained By Reputable Workshop! Check out those aggressive sweeping lines. They don't just add to the GLA's muscular looks, they give it impressive aerodynamics, and great fuel efficiency. Modern, sleek, the GLA looks great from every angle, including it's price!","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","CategoryPARF Car, Sgcarmart Warranty Cars"
Peugeot Partner 1.5A BlueHDi LWB,"$57,800","$9,640",15-Apr-2019,2019,N.A.,N.A.,Auto,"$14,321","$23,392","$23,890","$1,170","1,499 cc",3,"1,520 kg",3,Van,,,,,
Subaru Impreza 4D 1.5A R (COE till 04/2029),"$62,800","$10,400",25-Jun-2009,2008,"114,000 km (8.2k /yr)",$958 /yr,Auto,"$15,805","$16,394","$26,175","$7,913","1,498 cc",79.0 kW (105 bhp),"1,325 kg",4,Mid-Sized Sedan,Features View specs of the Subaru Impreza 4D (2008-2011),NA,"Description Sporty Auto Impreza in good condition, tastefully done up, no repair needed. Trade in welcome. Bank loan and in-house loan available.","CategoryCOE Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 5 Series 535i Gran Turismo (COE till 04/2031),N.A,N.A,26-Sep-2011,2011,N.A.,"$2,834 /yr",Auto,N.A.,"$65,644","$47,316","$65,644","2,979 cc",225.0 kW (301 bhp),"1,940 kg",2,Luxury Sedan,Features View specs of the BMW 535i,"Accessories Soft close door, sunroof, leather memories seats, keyless entry.","Description Agent unit. Full service record available. Low owner count. Low and genuine mileage. More than $20,000 worth of preventive maintenance done over the last 2 years of ownership. No repairs needed. Full/ high / bank loan available. Trade in welcome. Viewing by appointment only.","CategoryCOE Car, Premium Ad Car, Low Mileage Car",SOLD
Porsche 911 Carrera S Coupe 3.8A PDK (New 10-yr COE),"$418,000","$41,770",18-Oct-2012,2012,"46,800 km (4.5k /yr)","$4,002 /yr",Auto,N.A.,"$149,577",N.A.,"$149,577","3,800 cc",294.0 kW (394 bhp),"1,490 kg",1,Sports Car,"Features Powerful 3.8L 400hp Flat Six Boxer Engine, PDK 7 Speed (Dual Clutch) Gearbox, From 0-100km/h In 4.5s. Sport Exhaust System, Sport Chrono Plus Package. View specs of the Porsche 911","Accessories Alcantara Rooflining, Sport Chrono Plus Package, Top Premium Sound System, Park Distance Control, ""PASM"" Electronic Damper, 20"" Carrera S Wheel, PADM.","Description 1 Owner, Low Mileage At Only 46800km, Sport Exhaust System And Sport Chrono Plus Package, PASM And PTV Plus, Serviced At Porsche Agent Stuttgart Auto, Stock Unit Without Modification, Original Condition And Is Like New, Very Well Maintained.","CategoryCOE Car, Rare & Exotic, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Avante 1.6A (COE till 12/2024),N.A,N.A,06-Jan-2010,2009,N.A.,"$1,033 /yr",Auto,N.A.,"$11,340","$15,988","$11,340","1,591 cc",89.7 kW (120 bhp),"1,264 kg",1,Mid-Sized Sedan,"Features 1.6L DOHC engine, 120bhp, 4 speed auto transmission, ABS, airbags, remote key with alarm, digital climatic aircon controls, knockdown rear seats. View specs of the Hyundai Avante (2007-2011)","Accessories Stock condition, sports rims, leather seats, reverse sensors, factory audio sound system.","Description Good condition! Low mileage! Immaculate condition from interior to exterior. Absolutely no repairs needed. Fully stock condition. Very well taken care of by previous owner! $0 down-payment available, low interest rate, full loan available, contact us to make your booking for test drive today!","CategoryCOE Car, Consignment Car, Low Mileage Car",SOLD
Ferrari Testarossa (COE till 03/2029),"$298,000","$50,010",03-Jan-1990,1989,"39,000 km (1.2k /yr)",N.A.,Auto,"$19,666","$208,220","$33,018","$364,385","4,942 cc",NA,N.A.,NA,Sports Car,Features Pure pleasure driving this 80s classic super car. Priced for quick sale.,Accessories Comes with large Ferrari testarossa model.,"Description The testarossa has a naturally aspirated 4.9l (4,943 CC) longitudinally mounted, tipo f113 flat-12 engine. The engine has DOHC 4 valves per cylinder (48 valves in total) and is lubricated via a dry sump system. The engine has a compression ratio of 9.20:1. These combine to provide a maximum power of 287 kw (390ps; 385hp) at 6,300 rpm and maximum torque of 490nm (361lbft).","CategoryCOE Car, Direct Owner Sale, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Nissan Note 1.2A,N.A,N.A,31-May-2019,2019,N.A.,$508 /yr,Auto,N.A.,"$13,467","$29,159","$5,000","1,198 cc",58.0 kW (77 bhp),"1,048 kg",2,Hatchback,"Features 1.2L 3 cylinders DOHC CVT-c engine, X-tronic CVT auto transmission, ABS, airbags, knockdown rear seats, retractable mirrors, keyless entry/start/stop. View specs of the Nissan Note (2013-2020)","Accessories Leather upholstery, sports rims, auto start-stop, auto head lights, factory audio system, USB/iPod/Bluetooth, reverse camera and sensors.",NA,SOLD,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
