model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Subaru Forester 2.0A XT Sunroof,"$31,800","$18,430",30-Jun-2014,2014,"103,000 km (11.7k /yr)","$1,210 /yr",Auto,"$18,492","$19,255","$65,700","$19,255","1,998 cc",177.0 kW (237 bhp),"1,635 kg",2,SUV,"Features Powerful 2.0L 4 cylinders 16 valve DOHC horizontally opposed turbocharged, Lineartronic CVT (A) transmission, producing 237bhp and 350nm of torque. View specs of the Subaru Forester (2013-2019)","Accessories Sunroof, auto tailgate, dual electric seats, Harman Kardon sound system, factory audio player with Bluetooth, reverse camera/sensors, sports rims.","Description 100% loan available with immediate approval, balloon scheme and guaranteed buy back $7000, flexible loan schemes with attractive interest rate, immediate transfer of ownership, high trade in welcome. Well maintained by previous owner, free new road tax, perfectly silence undercarriage and 100% accident free, powerful engine and smooth gearbox. 120 points STA check available.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Nissan GTR 3.8A (COE till 04/2029),"$285,800","$47,310",08-Oct-2009,2008,"110,000 km (8.1k /yr)","$5,090 /yr",Auto,"$21,392","$84,069","$35,411","$84,069","3,799 cc",353.0 kW (473 bhp),"1,740 kg",5,Sports Car,Features Legendary 3.8L V6 turbocharged engine mated with a 6 speed dual clutch transmission. AWD system. Traction control.,"Accessories 3 owner car, 2 extra count due to retention! LTA letters to prove. New 6 months road tax. Fully forged engine! Upgraded turbos. Fully strengthened GB.","Description Pushing 790whp! Full carbon fiber top secret kit with carbon fiber see through bonet! Upgraded sound system worth $10k. Hardrace under carriage. Brand new arms! New rims and tyres! Too many items to list, more will be shared upon viewing. Built and capable of 1000whp. $200k worth of goodies on this car. Posterboy of Singh Motorsports, boss Car. High loans available! Call us now!","CategoryCOE Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Fortuner 2.7A TRD,"$173,388","$20,050",30-Dec-2020,2019,"31,700 km (13.8k /yr)","$2,028 /yr",Auto,"$66,301","$32,672","$49,300","$37,741","2,694 cc",122.0 kW (163 bhp),"1,875 kg",1,Mid-Sized Sedan,"Features Powerful 2.7L 4 cylinders inline 16 valve DOHC dual VVT-I engine, producing 163bhp. 4 wheel drive. 6 speed auto transmission.",Accessories Multi steering function. Paddle shifters. Reverse sensors with camera. Bluetooth. Navigation. Keyless entry. Apple/Android CarPlay. 7 seater. TRD rims,"Description Buy with confidence with Carvault certified preowned selection, 145 points checks, approved service history, 5 years warranty from date of registration, complimentary servicing inclusive. Well cared by 1 fussy owner. Immaculate interior n exterior condition. Come view and test drive to be convinced. We provide comprehensive loan packages from bank/inhouse, full loan to zero driveaway! Call/msg nw",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Porsche 911 Carrera Coupe 3.0A PDK,"$609,800",N.A.,N.A.,Auto,"9,288 km","$2,364 /yr","$80,000",N.A.,NA,New 10-yr COE,NA,"2,981 cc",NA,N.A.,NA,Sports Car,"Features Powered by a 3.0L turbocharged flat-six engine, producing 385Bhp and 450Nm of torque. 0-100 km/h in 4.0s. Top speed 293 km/h. RWD.","Accessories PASM, Surround View, Smartphone Integration, Brushed Aluminium Door Sill, LED Headlights, The Latest Porsche Interior Design & Interface.","Description The lowest priced Porsche 992 Carrera you can buy today as the first registered owner! Certified Pre-owned by Cars & Coffee: 115-points vehicle inspection done, genuine mileage and accident free. Great condition all around! Perfect for daily usage. 3 years warranty. Attractive trade-in and financing available! Call us!",Additional Imported Used Vehicle. Comes with new 10-yr COE.,"CategoryImported Used Vehicle, COE Car, Rare & Exotic, Low Mileage Car"
Volkswagen Jetta GP 1.4A TSI,"$52,800","$11,760",30-Dec-2016,2015,"108,000 km (17.1k /yr)",$620 /yr,Auto,"$29,801","$18,494","$48,000","$18,494","1,390 cc",90.0 kW (120 bhp),"1,417 kg",3,Mid-Sized Sedan,"Features Powerful And Efficient 1.4L TSI Engine, 120bhp, 7 Speed DSG. View specs of the Volkswagen Jetta (2011-2017)","Accessories Factory Fitted Entertainment System, Leather Seats, Rear Aircon.","Description Cheapest In The Market, Low Mileage, Very Well Maintained, Tip Top Condition, See To Believe, Easy Loan - Bank Loan At 2.78% / Flexible In House Loan Up To 90% Of The Car Price.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Estima 2.4A Aeras (COE till 07/2027),"$55,800","$13,170",12-Jul-2007,2007,"133,813 km (8.5k /yr)","$2,457 /yr",Auto,"$22,226","$29,403","$52,473","$32,344","2,362 cc",125.0 kW (167 bhp),"1,710 kg",More than 6,MPV,"Features 2.4l reliable DOHC VVT-I engine, 7 speed automatic transmission, 7 seaters, ABS, dual zone climatic aircon, keyless, twin powered sliding doors. View specs of the Toyota Estima (2006-2010)","Accessories Sports rims, leather seats, reverse sensors/camera, solar film, retractable side mirrors, fog lights.",Description $0 downpayment available. 90% loan available by GV Cars financing at 3.28% in 24 hours. Add on 2 years warranty on engine and gearbox by GV Motorworks. 1 to 1 exchange without cash top up. Operating hours from 11am to 10pm. Monday To Sunday. Enquiries 24/7. (Loan Processing),"CategoryCOE Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mazda 3 1.5A Sunroof,"$54,800","$12,830",09-Mar-2017,2017,"81,140 km (13.3k /yr)",$682 /yr,Auto,"$25,140","$14,688","$48,401","$9,688","1,496 cc",88.0 kW (118 bhp),"1,310 kg",2,Mid-Sized Sedan,"Features Powerful 1.5L SkyActiv-G DOHC engine, responsive 6 speed auto transmission, push start/stop button, multi functional steering controls. View specs of the Mazda 3 Sedan (2014-2019)","Accessories Original sports rims, good quality leather seats, factory fitted audio system w BT/AUX/USB/steering control/reverse sensors, retractable side mirrors.","Description One of the most practical and economical sedan. Regularly serviced. Fuel efficient at 15km/L, suitable for daily usage with its spacious interior and boot space! Flexible loan available. Trade in welcome. Book a viewing appointment before it's gone!","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Corolla Altis 1.6A Elegance,"$64,800","$14,150",02-Mar-2017,2016,"81,228 km (13.3k /yr)",$742 /yr,Auto,"$32,143","$19,990","$49,430","$19,990","1,598 cc",90.0 kW (120 bhp),"1,215 kg",2,Mid-Sized Sedan,"Features 1.6l 4 Cylinders Dual VVT-I Engine, 120 Bhp, CVT Automatic With Steptronic, ABS, Airbags, Auto Headlights/rain Sensors, Keyless Entry/start/stop. View specs of the Toyota Corolla","Accessories 16"" Sports Rims, Electric Leather Seats, Toyota DVD Player, Reverse Sensors/camera, 3M Solar Film,-car Cameras.","Description Beautiful Original Metallic Red, 01 Careful Owner, Nice No: SLM1123L,New 6 Months Road Tax, Well Maintained By Previous Owner Seldom Used, Accident Free, Undergone A 120 Points Safety Check By Our In House Mechanics Give You Peace Of Mind, Can Loan $52k x 47 Months, Monthly $1227, Can High Loan/trade In.Price Inclusive GST. Must View.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Bentley Continental GT 4.0A V8 (COE till 06/2032),"$333,000","$36,150",08-Nov-2012,2012,"58,000 km (5.6k /yr)","$4,334 /yr",Auto,"$87,527","$181,904","$95,025","$181,904","3,993 cc",373.0 kW (500 bhp),"2,295 kg",3,Sports Car,"Features Powerful 4.0L V8 twin turbocharged engine, responsive 8 speed auto transmission. Keyless entry, push start/stop, auto headlights, fog lights. View specs of the Bentley Continental","Accessories Sports rims, leather/electric seats, Bentley multimedia interface, GPS navigation, Bluetooth, cruise controls, multi functional steering controls.",Description We are Sgcarmart premium dealer. 1 Year Warranty cover by Insurance Company! Bank/in house loan available! Low interests rates! High trade in value! Contact our friendly sales team to arrange a viewing now!,"CategoryCOE Car, Rare & Exotic, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 5 Series 530i Luxury,N.A,N.A,28-Jun-2017,2017,N.A.,"$1,210 /yr",Auto,N.A.,"$50,933","$47,501","$63,680","1,998 cc",185.0 kW (248 bhp),"1,540 kg",1,Luxury Sedan,,,,,
Mercedes-Benz E-Class E400,"$60,000",N.A.,23-Aug-2013,2013,N.A.,"$2,382 /yr",Auto,"$45,381","$63,733","$58,090","$86,720","2,996 cc",245.0 kW (328 bhp),"1,785 kg",4,Luxury Sedan,"Features V6 turbocharged engine producing 328bhp, 480nm of torque.7g-tronic plus. Rear-wheel drive. Fuel tank at 59l consumption at 12.6km/l. View specs of the Mercedes-Benz E-Class Saloon (2013-2016)","Accessories Factory fitted Harmon Kardon logic 7 system with navi, LED intelligent lighting system, electric memory seats, original sports suspension.","Description Rare only unit in the market, C&C E400 V6 328 Bhp, option to purchase with new 5/10 year COE,100% accident free, regular service at no expense spared, smooth and refine engine and gearbox, no oil leak and undercarriage no sound, well kept and no repair required, welcome prefer workshop pre purchase inspection, flexi in-house loan available, please call to arrange viewing.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Avante 1.6A  S (COE till 05/2029),"$54,000","$8,810",23-Jun-2009,2009,N.A.,"$1,033 /yr",Auto,"$17,083","$11,302","$27,886","$11,302","1,591 cc",89.7 kW (120 bhp),"1,264 kg",2,Mid-Sized Sedan,"Features 1.6l DOHC engine, 120bhp, 4 speed auto transmission, ABS, airbags, remote key with alarm, digital climatic aircon controls, knockdown rear seats. View specs of the Hyundai Avante (2007-2011)","Accessories Sports rims, leather seats, factory audio sound system, reverse sensors, remote key with alarm system.",Description Car well maintained by owner. Flexible 100% in-house loan / bank loan available. Trade ins welcome! Contact us now to schedule for a viewing!,"CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Volkswagen Tiguan 1.4A TSI Highline Sunroof,"$112,800","$19,530",19-Jan-2018,2017,"86,000 km (16.4k /yr)",$624 /yr,Auto,"$48,115","$34,095","$42,661","$39,733","1,395 cc",110.0 kW (147 bhp),"1,498 kg",1,SUV,"Features Responsive 147bhp Turbocharged Engine, 250nm Torque, 6 Speed Gearbox, 0-100km/h In 9.2 Sec, Bluetooth, 8 Speakers, Cruise Control. View specs of the Volkswagen Tiguan (2017)","Accessories Electric Memory Seat, Knockdown Rear Seats, Rear Aircon, Electric Tailgate, Reverse Camera, Navigations, Full Digital Cluster, Panoramic Sunroof.",Description 1 Owner! Extremely Well Maintained And In Pristine Condition. 100% Accident Free Unit. Trade In Are Welcome! 2k Deposit. Flexible Loan Up To 100%! Bank/in House Loan Available To Tailor Your Financial Needs! Contact Our Friendly Sales Advisor For More Details/advise. View To Believe!,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Wish 1.8A Elegance,"$40,800","$18,040",02-Jan-2015,2014,"148,000 km (17.8k /yr)",$976 /yr,Auto,"$23,581","$23,454","$74,000","$19,836","1,798 cc",105.0 kW (140 bhp),"1,360 kg",1,MPV,"Features Fuel efficient 1.8L DOHC WT-I engine, 7 speed CVT auto transmission with Steptronic, SRS airbags, traction control, ABS, climatic aircon controls. View specs of the Toyota Wish (2009-2018)","Accessories Sports rims, leather seats, factory fitted DVD audio with steering control, reverse sensors, reverse camera, roof monitor, keyless entry, solar film.","Description Latest addition! 1 owner unit! Borneo agent servicing done! Immediate car ownership transfer on collection day regardless of loan or cash deal! Check on our company's reviews in fb and Google, no gimmick only quality cars! Road tax paid till Jul 2023! High body price when it's due for scrap!","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda S2000 Type V 2.2M (COE till 09/2027),"$138,300","$31,220",21-Sep-2007,2007,N.A.,"$2,094 /yr",Manual,"$22,308","$42,203","$50,355","$46,424","2,156 cc",178.0 kW (238 bhp),"1,270 kg",More than 6,Sports Car,"Features Honda F22 VTEC engine, RWD, 6 speed manual transmission, automatic roof, 2 door roadster, ABS. View specs of the Honda S2000 (2000-2009)","Accessories Honda AP2, RE30 wheels, J's racing titanium exhaust, Voltex GT wing, Ohlins racing coilovers & many more!","Description t's a Honda VTEC engine in in a compact soft top RWD package! The S2000 is well made and looks every inch the performance roadster. genuinely well maintained unit with bolt-on essential upgrades. Maintained by expert S2000 garage over the years. High trade in, attractive financing available! Call to arrange for viewing and test drive now!","CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Picnic 2.0A (COE till 12/2028),"$66,800","$11,770",18-Dec-2008,2008,"141,322 km (9.9k /yr)","$1,815 /yr",Auto,"$17,903","$23,511","$31,553","$23,511","1,998 cc",110.0 kW (147 bhp),"1,540 kg",3,MPV,"Features 2.0L Reliable DOHC 16V VVT-i Engine, 4 Speed Auto Transmission, ABS, Dual SRS Airbags, 4 Times Disc Brakes, Knockdown Rear Seats. View specs of the Toyota Picnic (2001-2009)","Accessories Leather Seats, Sports Rims, Auto Retractable Side Mirrors, Dvd Player, Reverse Sensors.","Description New Arrival! View To Purchase & Passing Through Do Not Miss! Condition Too Good To Scrap & Service Done Regularly With No Repairs Needed. STA / Workshop Inspection Most Welcome. Suitable For All Ages, Idea For New / Fresh / Young Or Business Executives. Sporty Yet Spacious To Fit Your Lifestyle. High Trade In / Bank / In House Loan Available Here! Dream Of Owning Her? Grab This Beauty Now!","CategoryCOE Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Hiace 2.8A DX,"$122,500","$12,900",14-Oct-2022,2022,N.A.,N.A.,Auto,"$51,294","$28,940","$54,001","$1,447","2,754 cc",1,"1,800 kg",1,Van,Features View specs of the Toyota Hiace,NA,Description Do not miss. 1 of the most reliable brand you can count on for your company usage. In house finance available. Call and book a appointment with us now.,"CategoryAlmost New Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
